job,operation,machine,processing_time,energy_consumption
0,0,5,21,8
0,0,4,17,6
0,0,0,27,6
0,0,3,23,8
0,1,1,25,3
0,1,0,14,5
0,1,5,13,6
0,1,3,23,7
0,1,2,21,6
0,2,1,22,8
0,2,5,23,6
0,2,0,18,4
0,2,3,16,5
0,3,0,11,9
0,3,3,1,9
0,3,4,3,5
0,3,5,12,10
0,3,2,9,6
0,4,1,21,7
0,4,3,25,6
0,4,2,17,4
0,4,0,17,5
0,4,4,25,7
1,5,0,21,8
1,5,4,17,5
1,5,3,15,7
1,5,5,15,6
1,5,2,16,7
1,6,4,28,7
1,6,2,16,5
1,6,0,26,3
1,6,3,20,7
1,7,4,10,5
1,7,5,8,4
1,7,1,10,4
1,7,3,10,3
1,7,2,13,3
1,8,2,25,6
1,8,5,20,4
1,8,3,14,1
1,8,4,25,3
1,8,0,13,6
1,9,2,4,5
1,9,5,9,5
1,9,4,7,3
1,9,0,16,7
1,9,1,16,7
2,10,0,4,1
2,10,2,18,6
2,10,4,16,4
2,10,3,11,5
2,11,3,11,4
2,11,0,11,6
2,11,2,12,2
2,11,1,9,7
2,12,3,19,8
2,12,5,18,5
2,12,2,8,10
2,12,0,19,9
2,12,1,17,5
2,13,3,14,8
2,13,1,20,10
2,13,2,9,5
2,13,5,20,8
2,14,0,16,6
2,14,4,21,7
2,14,5,23,4
2,14,2,24,3
2,14,1,19,6
3,15,0,14,4
3,15,4,14,4
3,15,3,16,2
3,15,5,19,1
3,16,3,17,7
3,16,4,22,3
3,16,0,20,8
3,16,5,12,3
3,17,5,24,7
3,17,3,17,5
3,17,1,15,3
3,17,2,12,2
3,18,0,20,6
3,18,4,16,9
3,18,5,15,5
3,18,1,7,5
3,19,4,21,8
3,19,5,15,9
3,19,1,18,8
3,19,2,20,8
4,20,2,22,3
4,20,4,21,4
4,20,0,21,4
4,20,3,23,4
4,20,5,26,7
4,21,5,6,7
4,21,4,7,6
4,21,2,9,9
4,21,1,16,4
4,22,0,26,9
4,22,1,27,8
4,22,5,24,4
4,22,2,32,6
4,22,4,32,6
4,23,4,17,3
4,23,5,25,4
4,23,2,20,3
4,23,3,19,3
4,23,1,12,3
4,24,1,27,10
4,24,3,25,7
4,24,4,21,5
4,24,0,24,6
4,24,5,20,10
5,25,0,16,6
5,25,4,23,3
5,25,5,22,5
5,25,2,26,5
5,25,3,19,3
5,26,5,12,7
5,26,4,10,4
5,26,0,17,9
5,26,3,16,8
5,26,2,11,5
5,27,4,25,8
5,27,0,19,10
5,27,2,27,10
5,27,3,18,10
5,28,4,22,6
5,28,0,25,4
5,28,2,19,1
5,28,5,23,3
5,28,3,26,1
5,29,3,17,4
5,29,1,17,8
5,29,4,14,3
5,29,0,11,7
5,29,5,21,4
6,30,3,12,3
6,30,0,10,5
6,30,2,8,8
6,30,4,12,8
6,30,1,1,3
6,31,1,16,8
6,31,5,15,8
6,31,4,13,9
6,31,2,10,9
6,32,5,17,5
6,32,0,3,5
6,32,3,3,3
6,32,4,16,5
6,33,0,21,6
6,33,2,15,8
6,33,3,20,5
6,33,5,16,10
6,33,1,17,8
6,34,1,9,5
6,34,4,5,4
6,34,3,13,1
6,34,5,13,1
7,35,1,25,9
7,35,2,20,7
7,35,5,27,9
7,35,0,13,5
7,35,3,24,10
7,36,5,10,6
7,36,3,11,3
7,36,2,10,4
7,36,4,12,5
7,36,1,9,7
7,37,1,9,8
7,37,2,1,3
7,37,5,3,5
7,37,0,2,8
7,38,1,20,2
7,38,3,11,2
7,38,0,6,1
7,38,5,15,6
7,38,4,15,2
7,39,5,2,4
7,39,3,12,5
7,39,1,15,8
7,39,4,3,9
8,40,5,17,7
8,40,1,17,7
8,40,4,17,6
8,40,0,25,6
8,41,2,14,5
8,41,4,20,5
8,41,5,24,2
8,41,0,20,3
8,42,2,27,4
8,42,3,29,2
8,42,0,23,5
8,42,4,31,6
8,42,1,27,7
8,43,0,15,4
8,43,4,16,6
8,43,5,13,6
8,43,2,11,6
8,43,1,14,5
8,44,1,32,2
8,44,3,20,3
8,44,0,22,3
8,44,2,30,6
9,45,1,29,4
9,45,2,19,4
9,45,5,27,5
9,45,3,32,3
9,45,4,26,8
9,46,3,27,4
9,46,5,16,3
9,46,4,24,1
9,46,2,24,2
9,47,1,9,4
9,47,0,18,9
9,47,5,12,5
9,47,4,14,9
9,47,2,17,8
9,48,4,2,9
9,48,5,6,4
9,48,1,14,4
9,48,2,2,9
9,49,1,18,7
9,49,0,22,7
9,49,5,18,6
9,49,4,25,6
9,49,3,23,2
10,50,0,20,9
10,50,4,14,4
10,50,2,21,7
10,50,5,23,4
10,51,2,14,7
10,51,0,7,5
10,51,1,19,5
10,51,5,7,2
10,52,1,9,8
10,52,3,3,10
10,52,0,10,10
10,52,5,12,6
10,53,0,2,7
10,53,3,1,5
10,53,4,3,7
10,53,2,12,4
10,53,5,9,2
10,54,1,13,7
10,54,0,9,4
10,54,5,10,4
10,54,2,20,8
11,55,5,10,3
11,55,0,3,3
11,55,4,9,5
11,55,1,11,3
11,56,3,13,8
11,56,2,20,5
11,56,1,23,5
11,56,5,14,6
11,56,4,19,7
11,57,1,21,4
11,57,3,12,4
11,57,0,14,6
11,57,5,21,4
11,58,2,28,5
11,58,5,26,5
11,58,4,28,3
11,58,0,29,5
11,58,1,25,4
11,59,4,4,10
11,59,3,11,6
11,59,5,10,8
11,59,1,9,6
