job,operation,machine,processing_time,energy_consumption
0,0,2,12,9
0,0,3,17,8
0,0,0,13,10
0,0,1,17,7
0,1,1,21,10
0,1,0,15,7
0,1,3,9,5
0,2,2,2,4
0,2,0,11,7
0,2,3,14,5
0,3,0,22,4
0,3,1,26,4
0,3,2,28,5
1,4,2,16,7
1,4,1,8,7
1,4,0,10,6
1,5,0,26,3
1,5,2,28,3
1,5,1,30,3
1,6,2,11,5
1,6,1,12,4
1,6,3,4,4
1,7,3,12,8
1,7,2,16,8
1,7,1,5,5
1,7,0,14,4
2,8,0,13,2
2,8,2,9,6
2,8,3,18,3
2,8,1,21,1
2,9,1,11,7
2,9,0,4,9
2,9,2,3,7
2,9,3,10,5
2,10,0,19,6
2,10,2,7,3
2,10,3,21,5
2,11,0,20,8
2,11,2,28,4
2,11,1,23,5
3,12,0,20,8
3,12,2,19,7
3,12,1,19,4
3,12,3,9,8
3,13,1,18,6
3,13,3,22,7
3,13,2,25,7
3,14,2,25,10
3,14,3,16,10
3,14,1,16,10
3,15,3,2,9
3,15,1,10,5
3,15,2,2,6
4,16,0,17,9
4,16,1,12,10
4,16,3,9,10
4,16,2,10,8
4,17,0,17,5
4,17,3,6,3
4,17,1,16,2
4,17,2,3,6
4,18,1,8,7
4,18,0,12,6
4,18,2,8,6
4,19,2,20,3
4,19,1,17,4
4,19,3,17,2
4,19,0,8,6
5,20,3,6,6
5,20,0,4,4
5,20,2,9,5
5,21,3,4,4
5,21,1,4,6
5,21,2,11,2
5,22,0,16,6
5,22,1,22,10
5,22,3,22,9
5,23,1,18,6
5,23,2,9,8
5,23,0,18,9
6,24,1,3,6
6,24,3,12,4
6,24,2,9,4
6,24,0,1,6
6,25,2,14,4
6,25,0,11,1
6,25,3,22,4
6,26,1,21,8
6,26,2,28,6
6,26,3,21,3
6,26,0,31,7
6,27,1,30,2
6,27,3,17,6
6,27,2,21,2
7,28,3,9,2
7,28,2,21,6
7,28,1,9,4
7,28,0,21,7
7,29,0,9,2
7,29,3,11,2
7,29,2,7,2
7,30,3,23,10
7,30,1,19,7
7,30,2,28,5
7,30,0,19,6
7,31,2,20,2
7,31,3,15,5
7,31,1,20,6
8,32,1,23,2
8,32,3,23,2
8,32,2,14,4
8,32,0,14,3
8,33,1,23,3
8,33,3,28,6
8,33,0,18,4
8,33,2,28,7
8,34,3,8,3
8,34,1,8,5
8,34,0,20,2
8,34,2,21,4
8,35,3,11,6
8,35,0,14,8
8,35,1,14,5
8,35,2,12,8
9,36,2,2,3
9,36,3,13,5
9,36,1,14,6
9,36,0,3,2
9,37,1,10,4
9,37,3,15,3
9,37,0,15,6
9,38,1,6,7
9,38,2,13,5
9,38,0,8,7
9,39,3,10,4
9,39,1,9,2
9,39,2,19,5
10,40,3,29,7
10,40,2,21,7
10,40,1,18,8
10,40,0,19,5
10,41,1,14,3
10,41,0,21,6
10,41,2,20,4
10,41,3,19,6
10,42,2,17,4
10,42,3,17,7
10,42,0,20,3
10,42,1,19,3
10,43,2,26,2
10,43,3,20,4
10,43,0,19,6
10,43,1,19,5
11,44,3,4,7
11,44,0,7,8
11,44,2,9,5
11,45,0,19,8
11,45,2,14,7
11,45,1,20,9
11,45,3,18,8
11,46,3,21,8
11,46,2,31,5
11,46,1,20,5
11,46,0,24,5
11,47,0,10,1
11,47,2,20,6
11,47,1,14,6
11,47,3,19,5
