job,operation,machine,processing_time,energy_consumption
0,0,4,22,9
0,0,0,21,8
0,0,3,18,7
0,0,1,21,5
0,0,2,12,7
0,1,2,20,6
0,1,0,14,7
0,1,4,22,5
0,1,1,23,6
0,2,5,12,6
0,2,1,12,5
0,2,4,4,9
0,2,0,10,8
0,3,4,25,5
0,3,5,13,5
0,3,2,16,5
0,3,1,19,8
0,3,0,17,9
0,4,2,13,5
0,4,1,19,9
0,4,4,14,7
0,4,5,11,8
0,4,3,21,4
1,5,4,15,7
1,5,3,10,8
1,5,1,18,6
1,5,2,16,5
1,5,5,17,9
1,6,2,6,5
1,6,0,12,6
1,6,4,13,8
1,6,1,16,5
1,6,3,8,6
1,7,4,8,2
1,7,1,11,1
1,7,3,15,4
1,7,2,8,5
1,8,3,23,5
1,8,5,22,6
1,8,4,28,7
1,8,0,29,5
1,9,1,3,4
1,9,0,6,5
1,9,3,10,9
1,9,2,5,5
1,9,5,2,5
2,10,1,14,7
2,10,0,7,10
2,10,3,4,6
2,10,2,13,9
2,10,5,16,10
2,11,5,8,2
2,11,4,8,5
2,11,1,13,6
2,11,2,2,5
2,11,3,6,1
2,12,0,17,5
2,12,3,27,1
2,12,2,22,5
2,12,5,28,1
2,12,1,16,2
2,13,2,29,7
2,13,0,19,6
2,13,4,21,7
2,13,3,16,5
2,13,1,28,2
2,14,3,18,7
2,14,4,22,5
2,14,5,28,9
2,14,2,15,10
3,15,0,11,2
3,15,5,6,2
3,15,3,11,2
3,15,2,6,4
3,16,5,12,5
3,16,4,1,6
3,16,2,4,7
3,16,0,12,5
3,17,4,28,6
3,17,0,24,5
3,17,3,17,4
3,17,5,28,1
3,18,1,22,6
3,18,5,19,6
3,18,3,12,7
3,18,0,19,7
3,19,3,4,8
3,19,0,11,9
3,19,2,4,5
3,19,1,6,7
4,20,5,15,5
4,20,3,18,5
4,20,0,18,6
4,20,1,7,2
4,21,4,9,5
4,21,5,10,4
4,21,0,4,3
4,21,1,10,1
4,22,4,20,5
4,22,0,19,4
4,22,2,19,6
4,22,5,20,5
4,22,3,22,8
4,23,5,26,6
4,23,4,21,7
4,23,0,20,2
4,23,1,12,7
4,24,1,16,4
4,24,3,18,2
4,24,4,10,6
4,24,0,9,4
5,25,3,5,10
5,25,2,1,7
5,25,4,3,10
5,25,5,1,5
5,26,4,12,6
5,26,5,16,7
5,26,1,4,9
5,26,2,7,10
5,26,3,3,10
5,27,1,6,6
5,27,3,11,5
5,27,0,13,6
5,27,2,8,7
5,27,4,12,4
5,28,1,11,7
5,28,5,8,6
5,28,3,12,5
5,28,4,6,5
5,28,0,4,9
5,29,1,15,3
5,29,4,12,7
5,29,2,14,6
5,29,0,4,2
5,29,3,15,7
6,30,1,28,5
6,30,5,24,5
6,30,4,28,5
6,30,2,22,8
6,31,5,24,6
6,31,0,19,7
6,31,4,29,4
6,31,3,21,7
6,32,1,30,2
6,32,5,26,6
6,32,3,27,4
6,32,4,17,7
6,33,4,26,9
6,33,3,26,6
6,33,5,21,10
6,33,1,15,5
6,34,3,11,4
6,34,0,15,2
6,34,4,4,7
6,34,5,6,5
6,34,2,2,3
7,35,2,14,8
7,35,5,7,6
7,35,0,10,4
7,35,1,7,4
7,35,3,13,6
7,36,0,16,7
7,36,5,21,7
7,36,4,21,8
7,36,1,20,8
7,36,2,18,4
7,37,4,8,5
7,37,3,19,2
7,37,0,15,4
7,37,5,5,3
7,37,1,8,3
7,38,3,31,6
7,38,0,27,3
7,38,1,23,5
7,38,4,19,3
7,38,2,27,6
7,39,4,9,1
7,39,2,10,3
7,39,5,10,6
7,39,1,10,5
7,39,0,3,5
8,40,3,19,7
8,40,5,25,9
8,40,0,13,5
8,40,1,19,5
8,40,4,23,9
8,41,4,4,4
8,41,2,12,7
8,41,5,5,9
8,41,1,4,4
8,42,1,14,6
8,42,5,21,5
8,42,2,16,4
8,42,4,22,4
8,42,0,14,6
8,43,1,3,10
8,43,4,5,6
8,43,0,5,9
8,43,5,2,6
8,43,2,5,6
8,44,5,8,6
8,44,3,12,7
8,44,1,3,6
8,44,4,7,8
8,44,0,5,5
9,45,0,9,5
9,45,4,19,6
9,45,2,19,5
9,45,1,17,7
9,46,1,11,6
9,46,5,14,7
9,46,3,20,7
9,46,0,12,4
9,47,2,26,4
9,47,0,20,3
9,47,1,25,5
9,47,4,23,8
9,47,5,27,4
9,48,2,13,8
9,48,5,15,9
9,48,3,23,6
9,48,1,14,5
9,48,0,11,7
9,49,2,22,4
9,49,5,19,7
9,49,3,23,8
9,49,4,26,6
10,50,4,26,9
10,50,1,16,5
10,50,3,22,4
10,50,2,17,4
10,50,0,27,7
10,51,1,4,7
10,51,0,10,5
10,51,5,2,7
10,51,2,3,8
10,52,4,4,7
10,52,1,7,5
10,52,2,12,7
10,52,3,4,6
10,52,5,11,4
10,53,1,22,7
10,53,3,13,9
10,53,2,22,5
10,53,4,22,8
10,53,0,18,5
10,54,0,20,9
10,54,2,19,6
10,54,4,17,9
10,54,3,18,4
10,54,5,16,9
11,55,3,13,4
11,55,0,3,7
11,55,1,8,4
11,55,4,17,6
11,55,5,12,4
11,56,2,14,6
11,56,1,7,5
11,56,5,18,5
11,56,4,8,6
11,56,3,8,6
11,57,1,13,2
11,57,4,17,4
11,57,5,13,2
11,57,0,13,3
11,58,5,21,3
11,58,4,14,6
11,58,3,14,7
11,58,1,17,7
11,58,2,11,5
11,59,0,14,6
11,59,5,22,4
11,59,4,14,7
11,59,2,8,7
