job,operation,machine,processing_time,energy_consumption
0,0,3,23,8
0,0,1,31,5
0,0,0,29,8
0,0,4,22,4
0,1,0,5,5
0,1,2,13,8
0,1,1,3,4
0,1,3,11,7
0,1,4,13,7
0,2,1,21,7
0,2,3,21,8
0,2,2,29,7
0,2,0,25,7
0,2,4,18,4
0,3,3,9,2
0,3,1,8,7
0,3,0,11,2
0,3,4,7,3
0,3,2,4,7
0,4,1,2,5
0,4,2,6,2
0,4,3,6,2
0,4,0,12,3
0,4,4,8,5
1,5,0,21,10
1,5,2,14,9
1,5,1,13,5
1,5,3,25,6
1,5,4,17,10
1,6,1,2,8
1,6,0,13,4
1,6,4,12,8
1,6,2,8,3
1,7,3,18,9
1,7,2,14,7
1,7,0,18,9
1,7,4,26,8
1,8,3,4,6
1,8,4,8,3
1,8,1,4,5
1,8,0,4,6
1,9,4,15,8
1,9,0,19,6
1,9,3,17,7
1,9,1,22,6
2,10,1,7,3
2,10,2,19,3
2,10,0,12,5
2,10,4,16,3
2,10,3,14,6
2,11,4,16,3
2,11,1,18,8
2,11,0,27,5
2,11,2,18,6
2,12,1,14,5
2,12,4,14,7
2,12,0,11,3
2,12,3,9,6
2,13,0,16,4
2,13,1,5,7
2,13,2,4,7
2,13,4,13,5
2,13,3,3,7
2,14,2,7,4
2,14,3,9,5
2,14,4,9,9
2,14,1,11,4
2,14,0,15,5
3,15,1,22,4
3,15,4,22,5
3,15,2,13,6
3,15,0,17,3
3,15,3,15,2
3,16,1,25,8
3,16,0,20,9
3,16,2,21,5
3,16,4,24,6
3,17,1,20,7
3,17,0,16,2
3,17,4,14,3
3,17,2,17,4
3,17,3,27,5
3,18,4,27,4
3,18,0,25,4
3,18,1,23,4
3,18,2,18,7
3,18,3,28,7
3,19,1,25,4
3,19,2,21,8
3,19,0,32,5
3,19,4,31,3
3,19,3,32,8
4,20,0,5,5
4,20,1,5,5
4,20,4,13,6
4,20,2,5,7
4,21,3,13,1
4,21,2,12,3
4,21,1,14,1
4,21,0,12,4
4,21,4,18,4
4,22,2,17,3
4,22,0,19,5
4,22,4,8,4
4,22,3,20,2
4,23,3,8,3
4,23,4,7,7
4,23,2,8,3
4,23,1,1,7
4,23,0,9,4
4,24,2,26,4
4,24,4,24,5
4,24,0,21,5
4,24,3,21,4
4,24,1,30,6
5,25,3,21,3
5,25,2,20,6
5,25,4,18,6
5,25,1,17,6
5,26,0,23,6
5,26,3,16,3
5,26,1,21,3
5,26,4,20,2
5,27,4,15,7
5,27,3,18,4
5,27,1,25,7
5,27,2,20,3
5,28,1,18,5
5,28,3,21,3
5,28,0,16,2
5,28,4,17,1
5,28,2,23,4
5,29,3,7,3
5,29,4,5,3
5,29,2,16,8
5,29,0,13,3
5,29,1,6,6
6,30,3,21,3
6,30,0,14,7
6,30,4,17,7
6,30,2,22,4
6,31,0,17,1
6,31,1,15,4
6,31,3,24,2
6,31,4,26,6
6,32,1,27,6
6,32,2,27,6
6,32,4,22,6
6,32,0,13,5
6,32,3,17,8
6,33,1,30,5
6,33,0,25,2
6,33,4,29,3
6,33,2,27,5
6,34,0,14,1
6,34,4,22,1
6,34,2,14,3
6,34,3,24,6
6,34,1,14,5
7,35,1,21,3
7,35,3,26,7
7,35,0,23,2
7,35,2,23,2
7,35,4,23,6
7,36,3,8,9
7,36,2,4,5
7,36,1,3,5
7,36,4,3,10
7,36,0,13,9
7,37,1,19,4
7,37,0,14,6
7,37,2,16,5
7,37,3,21,2
7,37,4,25,7
7,38,1,10,2
7,38,4,9,2
7,38,0,14,7
7,38,2,14,7
7,38,3,9,6
7,39,0,32,6
7,39,2,25,3
7,39,1,30,6
7,39,4,24,3
8,40,1,10,10
8,40,4,16,8
8,40,2,10,9
8,40,0,20,8
8,41,3,22,6
8,41,2,19,4
8,41,4,15,3
8,41,0,25,4
8,41,1,20,2
8,42,4,15,10
8,42,2,25,8
8,42,1,12,9
8,42,3,16,9
8,43,4,21,8
8,43,0,10,4
8,43,3,17,6
8,43,2,16,4
8,44,0,15,5
8,44,1,22,2
8,44,2,18,3
8,44,4,28,3
8,44,3,18,5
9,45,3,20,7
9,45,4,19,6
9,45,2,27,3
9,45,0,19,4
9,45,1,20,2
9,46,4,6,3
9,46,3,9,5
9,46,2,14,7
9,46,0,11,5
9,46,1,7,3
9,47,1,6,7
9,47,4,18,8
9,47,2,17,5
9,47,0,13,8
9,47,3,15,4
9,48,1,27,5
9,48,2,14,2
9,48,0,15,3
9,48,4,27,6
9,48,3,17,2
9,49,2,15,7
9,49,1,26,2
9,49,0,25,3
9,49,4,24,4
