job,operation,machine,processing_time,energy_consumption
0,0,2,23,6
0,0,4,21,4
0,0,1,24,1
0,0,3,26,3
0,0,0,26,3
0,1,3,26,7
0,1,0,26,5
0,1,2,24,3
0,1,1,22,4
0,1,4,19,7
0,2,0,10,8
0,2,4,13,8
0,2,1,10,5
0,2,3,17,4
0,2,2,19,8
0,3,0,5,4
0,3,1,14,7
0,3,3,16,6
0,3,2,14,3
0,3,4,5,4
0,4,2,24,8
0,4,0,15,7
0,4,4,20,3
0,4,3,12,8
0,4,1,12,5
1,5,4,15,6
1,5,0,12,4
1,5,2,23,4
1,5,1,11,5
1,5,3,14,6
1,6,0,12,2
1,6,3,19,3
1,6,4,13,5
1,6,2,19,1
1,7,1,16,8
1,7,3,13,7
1,7,4,17,9
1,7,0,13,8
1,7,2,6,9
1,8,3,22,8
1,8,4,22,3
1,8,1,27,4
1,8,2,17,7
1,9,1,21,5
1,9,4,23,8
1,9,2,25,5
1,9,0,23,8
2,10,4,25,7
2,10,1,19,10
2,10,0,27,9
2,10,3,15,9
2,10,2,22,6
2,11,2,8,5
2,11,3,14,6
2,11,0,8,7
2,11,4,9,4
2,11,1,1,6
2,12,0,15,6
2,12,1,15,6
2,12,2,17,5
2,12,3,18,8
2,13,0,20,8
2,13,2,18,8
2,13,1,19,9
2,13,3,22,9
2,13,4,23,4
2,14,3,11,7
2,14,0,4,5
2,14,1,4,7
2,14,2,10,3
2,14,4,12,3
3,15,3,19,8
3,15,0,20,5
3,15,1,27,8
3,15,4,24,7
3,15,2,21,6
3,16,4,17,1
3,16,2,17,5
3,16,0,25,5
3,16,1,28,4
3,16,3,14,4
3,17,1,7,2
3,17,4,7,4
3,17,2,9,6
3,17,3,8,1
3,17,0,8,2
3,18,2,1,9
3,18,1,9,7
3,18,4,9,8
3,18,0,11,8
3,19,0,17,2
3,19,3,13,6
3,19,1,13,1
3,19,2,17,1
3,19,4,17,1
4,20,3,25,6
4,20,2,23,4
4,20,0,11,8
4,20,1,18,4
4,21,4,30,6
4,21,1,21,5
4,21,2,28,3
4,21,0,16,7
4,21,3,22,5
4,22,0,27,4
4,22,4,22,6
4,22,3,29,4
4,22,1,27,7
4,23,1,15,9
4,23,0,13,4
4,23,2,17,7
4,23,4,21,4
4,23,3,15,4
4,24,4,14,5
4,24,2,13,5
4,24,1,26,9
4,24,3,25,6
5,25,0,17,7
5,25,4,22,5
5,25,2,22,8
5,25,3,24,6
5,25,1,17,3
5,26,0,23,4
5,26,3,16,6
5,26,1,25,3
5,26,4,23,4
5,26,2,28,2
5,27,2,6,6
5,27,3,6,8
5,27,0,1,5
5,27,4,11,8
5,28,2,8,3
5,28,1,3,5
5,28,3,3,8
5,28,0,14,6
5,29,3,15,1
5,29,0,13,6
5,29,1,24,5
5,29,4,19,6
5,29,2,15,2
6,30,3,19,8
6,30,4,29,5
6,30,1,17,6
6,30,0,29,3
6,30,2,26,8
6,31,2,14,6
6,31,4,21,3
6,31,0,13,5
6,31,3,15,4
6,32,4,18,10
6,32,3,24,6
6,32,2,17,7
6,32,0,13,9
6,33,4,16,9
6,33,3,14,8
6,33,0,4,7
6,33,2,6,9
6,33,1,12,4
6,34,3,29,6
6,34,2,26,6
6,34,4,22,3
6,34,0,29,5
7,35,1,19,8
7,35,0,22,7
7,35,3,26,8
7,35,4,15,5
7,36,2,15,1
7,36,0,2,1
7,36,3,13,5
7,36,1,8,2
7,36,4,7,2
7,37,1,29,5
7,37,2,27,4
7,37,0,26,6
7,37,3,20,3
7,38,3,19,6
7,38,0,10,2
7,38,1,15,6
7,38,4,9,4
7,38,2,16,2
7,39,2,28,4
7,39,1,23,6
7,39,4,22,6
7,39,0,25,5
8,40,1,2,4
8,40,2,1,4
8,40,0,13,4
8,40,3,12,7
8,40,4,12,8
8,41,0,17,5
8,41,3,18,6
8,41,4,17,5
8,41,2,25,4
8,42,1,10,2
8,42,3,8,5
8,42,2,8,6
8,42,0,10,7
8,43,1,9,7
8,43,0,11,5
8,43,3,10,8
8,43,2,2,7
8,43,4,2,5
8,44,1,11,5
8,44,3,8,6
8,44,0,5,8
8,44,2,6,5
9,45,0,19,4
9,45,4,22,4
9,45,3,27,3
9,45,1,26,7
9,45,2,28,3
9,46,2,13,4
9,46,3,9,5
9,46,4,9,6
9,46,1,2,2
9,46,0,14,2
9,47,4,17,7
9,47,1,22,9
9,47,3,21,9
9,47,0,13,9
9,48,2,14,1
9,48,3,9,1
9,48,4,17,3
9,48,1,19,5
9,48,0,7,2
9,49,4,4,1
9,49,0,13,1
9,49,2,4,2
9,49,1,2,6
