job,operation,machine,processing_time,energy_consumption
0,0,0,12,10
0,0,1,3,6
0,0,2,3,8
0,0,3,5,10
0,1,0,24,7
0,1,1,17,5
0,1,3,13,5
0,2,2,12,5
0,2,0,7,2
0,2,1,12,3
0,2,3,9,7
1,3,3,20,4
1,3,1,25,5
1,3,2,19,6
1,3,0,19,6
1,4,1,14,3
1,4,2,20,3
1,4,3,14,3
1,5,0,25,6
1,5,3,26,1
1,5,1,24,1
2,6,0,20,6
2,6,3,16,3
2,6,2,10,7
2,6,1,22,4
2,7,1,5,5
2,7,2,8,2
2,7,0,6,5
2,7,3,6,3
2,8,2,17,5
2,8,3,8,5
2,8,1,6,3
2,8,0,15,2
3,9,0,8,6
3,9,1,3,6
3,9,3,3,5
3,10,2,2,4
3,10,3,9,3
3,10,0,16,3
3,10,1,6,4
3,11,0,16,6
3,11,2,20,3
3,11,3,9,5
3,11,1,13,2
4,12,1,32,10
4,12,2,30,10
4,12,0,27,9
4,13,2,20,4
4,13,3,17,4
4,13,0,27,3
4,14,3,12,7
4,14,2,11,5
4,14,1,12,7
4,14,0,13,5
5,15,2,4,5
5,15,1,3,8
5,15,0,12,4
5,16,2,25,3
5,16,3,24,5
5,16,1,25,2
5,16,0,25,2
5,17,0,12,8
5,17,2,16,6
5,17,1,14,8
5,17,3,16,7
6,18,1,9,5
6,18,2,19,10
6,18,3,12,6
6,19,2,18,4
6,19,0,17,6
6,19,3,13,8
6,20,0,23,8
6,20,1,11,7
6,20,2,9,4
6,20,3,12,6
7,21,0,15,5
7,21,1,12,3
7,21,2,17,2
7,22,3,13,8
7,22,2,9,7
7,22,1,8,8
7,23,0,17,4
7,23,2,18,4
7,23,1,22,7
8,24,3,22,6
8,24,0,25,8
8,24,1,30,9
8,24,2,19,9
8,25,0,7,7
8,25,3,8,7
8,25,2,14,7
8,26,0,20,9
8,26,2,31,6
8,26,3,31,7
8,26,1,30,5
9,27,3,6,7
9,27,1,5,7
9,27,2,10,8
9,27,0,17,3
9,28,0,27,6
9,28,1,23,5
9,28,2,29,7
9,29,0,9,7
9,29,3,13,4
9,29,2,13,8
10,30,1,3,5
10,30,0,10,6
10,30,3,2,7
10,31,1,19,6
10,31,2,26,6
10,31,0,32,5
10,32,0,22,7
10,32,1,14,5
10,32,2,11,8
11,33,0,11,6
11,33,1,11,3
11,33,2,12,8
11,33,3,10,8
11,34,1,22,6
11,34,0,27,7
11,34,2,27,8
11,35,3,14,3
11,35,2,14,5
11,35,0,8,5
11,35,1,4,5
