job,operation,machine,processing_time,energy_consumption
0,0,0,25,8
0,0,4,25,5
0,0,3,21,4
0,0,1,24,5
0,0,2,23,5
0,1,4,2,6
0,1,1,7,5
0,1,0,14,9
0,1,3,7,8
0,2,4,23,10
0,2,0,15,9
0,2,1,15,8
0,2,2,19,5
0,3,2,18,5
0,3,4,21,7
0,3,0,11,4
0,3,3,23,5
0,4,0,2,4
0,4,2,12,1
0,4,3,12,5
0,4,1,1,3
0,4,4,1,2
1,5,3,13,3
1,5,2,15,5
1,5,0,13,8
1,5,4,10,3
1,6,0,4,7
1,6,1,12,5
1,6,3,7,5
1,6,2,9,5
1,7,1,13,6
1,7,0,17,5
1,7,2,15,7
1,7,4,8,6
1,7,3,6,5
1,8,1,28,8
1,8,4,24,7
1,8,3,14,6
1,8,0,21,3
1,9,4,14,5
1,9,3,11,2
1,9,0,10,6
1,9,1,11,6
1,9,2,8,5
2,10,2,18,8
2,10,3,25,8
2,10,1,14,7
2,10,4,11,3
2,11,3,22,3
2,11,0,21,6
2,11,4,13,6
2,11,1,9,3
2,12,2,16,2
2,12,1,19,3
2,12,0,22,5
2,12,3,22,4
2,12,4,21,4
2,13,4,29,8
2,13,0,20,7
2,13,2,28,8
2,13,3,27,8
2,13,1,23,9
2,14,1,10,10
2,14,0,11,7
2,14,2,7,10
2,14,4,13,5
3,15,3,9,6
3,15,1,2,8
3,15,0,7,8
3,15,4,4,6
3,15,2,6,5
3,16,0,19,1
3,16,2,14,3
3,16,1,8,4
3,16,4,16,2
3,17,1,10,5
3,17,3,7,5
3,17,2,8,3
3,17,4,8,4
3,17,0,6,2
3,18,0,1,5
3,18,4,6,7
3,18,2,13,10
3,18,1,12,6
3,19,1,23,3
3,19,2,11,7
3,19,0,17,5
3,19,4,24,4
4,20,2,21,4
4,20,4,18,6
4,20,3,19,4
4,20,1,25,3
4,20,0,22,1
4,21,4,14,8
4,21,2,19,7
4,21,3,16,7
4,21,1,13,5
4,21,0,21,7
4,22,2,24,7
4,22,3,29,8
4,22,1,23,8
4,22,4,20,5
4,22,0,15,10
4,23,1,27,7
4,23,4,15,10
4,23,3,29,8
4,23,2,20,9
4,24,0,13,8
4,24,2,12,10
4,24,3,2,9
4,24,1,6,6
4,24,4,10,9
5,25,0,7,7
5,25,4,12,4
5,25,3,15,5
5,25,2,4,7
5,25,1,14,3
5,26,0,27,9
5,26,1,30,5
5,26,2,31,6
5,26,3,25,5
5,27,4,6,8
5,27,1,9,6
5,27,2,10,8
5,27,3,11,3
5,27,0,7,6
5,28,1,4,2
5,28,2,14,5
5,28,0,8,7
5,28,3,9,2
5,28,4,15,6
5,29,2,4,3
5,29,4,11,6
5,29,1,11,7
5,29,3,4,4
5,29,0,5,5
6,30,2,1,3
6,30,1,2,6
6,30,0,1,4
6,30,3,13,6
6,30,4,13,7
6,31,2,5,7
6,31,1,3,5
6,31,0,5,6
6,31,3,2,3
6,31,4,8,4
6,32,0,32,9
6,32,4,30,9
6,32,3,32,8
6,32,2,26,8
6,33,1,11,7
6,33,0,24,6
6,33,3,13,6
6,33,2,20,2
6,33,4,24,6
6,34,1,22,2
6,34,3,26,2
6,34,0,16,2
6,34,2,24,4
6,34,4,19,6
7,35,2,8,6
7,35,3,8,3
7,35,0,11,2
7,35,1,15,3
7,36,4,13,2
7,36,3,16,3
7,36,0,14,3
7,36,2,9,6
7,36,1,18,4
7,37,2,4,4
7,37,0,12,1
7,37,1,7,4
7,37,4,9,6
7,38,0,28,5
7,38,4,27,7
7,38,1,19,9
7,38,3,22,6
7,38,2,15,6
7,39,3,5,4
7,39,0,3,5
7,39,1,6,6
7,39,4,6,1
7,39,2,12,5
8,40,4,5,4
8,40,0,9,7
8,40,1,12,7
8,40,3,7,7
8,41,1,28,3
8,41,3,18,6
8,41,0,24,2
8,41,4,16,2
8,41,2,25,6
8,42,3,26,5
8,42,1,17,5
8,42,0,27,5
8,42,4,21,5
8,42,2,23,6
8,43,0,16,1
8,43,3,18,5
8,43,1,10,6
8,43,2,17,4
8,44,3,23,6
8,44,1,22,5
8,44,4,21,4
8,44,0,23,7
8,44,2,31,6
9,45,3,28,6
9,45,1,22,5
9,45,4,22,5
9,45,2,20,6
9,45,0,29,4
9,46,4,5,1
9,46,1,4,4
9,46,2,9,3
9,46,3,4,4
9,47,0,15,8
9,47,3,14,7
9,47,1,10,7
9,47,2,20,5
9,48,2,4,6
9,48,1,11,2
9,48,0,7,7
9,48,3,10,2
9,48,4,13,4
9,49,2,2,5
9,49,0,4,5
9,49,4,9,7
9,49,1,6,6
