job,operation,machine,processing_time,energy_consumption
0,0,3,26,7
0,0,2,23,9
0,1,1,29,3
0,1,2,24,8
0,1,0,30,4
0,2,3,23,5
0,2,1,21,3
0,3,0,17,7
0,3,2,12,9
0,3,1,11,10
1,4,1,9,10
1,4,2,18,8
1,5,1,32,7
1,5,3,25,6
1,5,0,20,6
1,6,2,7,5
1,6,0,11,5
1,6,1,6,8
1,7,1,11,1
1,7,0,4,1
2,8,1,27,7
2,8,3,16,2
2,8,2,29,7
2,9,2,5,5
2,9,1,14,4
2,9,0,10,6
2,10,0,9,1
2,10,1,19,2
2,11,0,9,7
2,11,3,13,5
2,11,1,22,2
3,12,3,14,4
3,12,1,21,6
3,12,0,10,6
3,13,3,11,4
3,13,1,9,2
3,14,1,18,6
3,14,3,9,5
3,14,2,9,5
3,15,2,21,6
3,15,0,16,5
4,16,2,25,6
4,16,1,29,5
4,16,3,28,8
4,17,2,20,5
4,17,1,14,3
4,18,3,6,1
4,18,2,15,6
4,19,3,18,7
4,19,2,17,6
5,20,0,18,6
5,20,2,21,2
5,21,1,21,2
5,21,0,12,3
5,21,2,13,6
5,22,3,26,7
5,22,2,30,6
5,23,0,17,6
5,23,3,20,6
6,24,3,8,4
6,24,0,10,1
6,24,1,1,6
6,25,0,15,6
6,25,2,14,7
6,26,0,9,4
6,26,3,18,4
6,26,2,23,5
6,27,0,20,9
6,27,3,10,5
6,27,2,11,5
7,28,1,13,3
7,28,3,14,3
7,28,2,4,7
7,29,1,24,5
7,29,0,15,6
7,30,3,4,8
7,30,2,5,5
7,30,0,14,5
7,31,1,17,10
7,31,2,13,9
8,32,3,1,6
8,32,2,10,9
8,32,0,4,8
8,33,3,6,1
8,33,1,9,3
8,34,1,10,5
8,34,2,22,2
8,34,0,20,1
8,35,0,12,7
8,35,2,7,10
9,36,1,2,5
9,36,2,2,5
9,36,0,12,5
9,37,1,17,4
9,37,0,17,7
9,37,3,15,6
9,38,3,18,3
9,38,2,14,1
9,38,1,21,3
9,39,0,21,5
9,39,1,17,9
10,40,0,24,3
10,40,2,25,7
10,41,2,13,2
10,41,0,12,3
10,41,3,2,2
10,42,3,21,6
10,42,0,10,8
10,43,3,21,10
10,43,1,8,6
10,43,2,20,10
11,44,1,28,8
11,44,0,22,5
11,44,2,24,7
11,45,2,20,8
11,45,0,26,5
11,45,3,19,9
11,46,2,14,1
11,46,3,8,4
11,47,2,10,4
11,47,3,15,8
