job,operation,machine,processing_time,energy_consumption
0,0,3,24,4
0,0,2,16,6
0,1,0,18,4
0,1,2,18,6
0,2,1,3,6
0,2,2,2,5
0,3,0,12,5
0,3,2,6,6
1,4,0,18,8
1,4,1,13,6
1,5,0,9,6
1,5,1,14,4
1,6,2,13,6
1,6,1,15,9
1,6,0,15,6
1,7,0,25,7
1,7,2,29,6
2,8,1,27,5
2,8,3,21,7
2,9,0,22,7
2,9,3,20,4
2,10,1,20,10
2,10,2,23,8
2,10,0,21,6
2,11,2,10,5
2,11,3,9,7
2,11,0,12,6
3,12,1,12,3
3,12,0,6,5
3,13,2,11,4
3,13,1,5,8
3,13,3,1,7
3,14,0,19,10
3,14,1,24,7
3,15,2,21,8
3,15,1,20,7
4,16,3,16,5
4,16,2,20,8
4,16,0,11,8
4,17,3,12,7
4,17,2,4,3
4,18,3,19,5
4,18,0,25,4
4,18,1,20,6
4,19,2,3,10
4,19,1,13,5
5,20,1,12,4
5,20,0,25,4
5,20,3,14,2
5,21,0,16,2
5,21,2,10,3
5,22,1,21,5
5,22,0,19,4
5,22,3,14,4
5,23,3,25,6
5,23,0,18,8
5,23,2,21,4
6,24,1,9,3
6,24,2,8,6
6,25,3,23,8
6,25,1,18,7
6,26,2,12,9
6,26,1,7,9
6,27,0,1,6
6,27,3,2,2
6,27,1,1,2
7,28,2,11,8
7,28,3,14,8
7,29,3,11,5
7,29,1,10,6
7,29,2,2,4
7,30,1,15,4
7,30,2,12,5
7,30,0,17,6
7,31,1,20,5
7,31,2,27,10
8,32,0,18,5
8,32,2,18,5
8,33,1,5,5
8,33,0,11,3
8,33,3,13,7
8,34,2,8,5
8,34,0,18,4
8,35,2,10,3
8,35,3,22,2
8,35,1,21,2
9,36,3,20,5
9,36,0,18,3
9,37,1,11,6
9,37,3,9,2
9,38,2,17,7
9,38,3,11,6
9,38,1,4,9
9,39,0,15,1
9,39,2,15,3
10,40,1,18,10
10,40,0,26,5
10,40,2,28,5
10,41,0,13,8
10,41,3,11,7
10,42,2,18,4
10,42,1,6,3
10,43,1,5,6
10,43,2,4,7
11,44,2,16,5
11,44,3,20,7
11,44,1,23,9
11,45,1,11,4
11,45,2,16,6
11,45,3,16,4
11,46,1,12,5
11,46,3,14,5
11,46,0,12,8
11,47,2,16,5
11,47,3,22,8
