job,operation,machine,processing_time,energy_consumption
0,0,0,24,5
0,0,1,23,7
0,0,3,15,2
0,1,1,11,5
0,1,2,6,2
0,1,0,5,4
0,1,3,8,4
0,2,0,13,8
0,2,1,15,8
0,2,2,9,9
1,3,2,21,1
1,3,1,20,5
1,3,3,16,1
1,3,0,11,5
1,4,1,12,6
1,4,0,15,4
1,4,3,12,4
1,5,0,6,3
1,5,1,7,5
1,5,3,11,4
1,5,2,12,4
2,6,1,11,4
2,6,3,5,3
2,6,0,11,4
2,7,3,16,4
2,7,1,19,9
2,7,2,19,8
2,7,0,18,4
2,8,3,14,1
2,8,2,3,6
2,8,1,15,3
3,9,3,12,7
3,9,2,3,7
3,9,0,11,4
3,10,1,13,4
3,10,3,22,2
3,10,0,17,1
3,10,2,21,3
3,11,2,1,5
3,11,3,9,5
3,11,1,12,9
3,11,0,14,10
4,12,1,15,6
4,12,3,20,4
4,12,2,17,4
4,13,2,17,7
4,13,0,17,4
4,13,1,19,6
4,13,3,25,7
4,14,0,3,3
4,14,3,12,1
4,14,2,16,5
4,14,1,9,2
5,15,3,16,7
5,15,0,16,7
5,15,1,14,6
5,16,0,6,8
5,16,1,14,3
5,16,2,7,8
5,17,1,14,6
5,17,2,14,5
5,17,3,14,5
6,18,3,16,5
6,18,1,8,6
6,18,2,14,2
6,19,3,26,6
6,19,0,29,5
6,19,2,24,2
6,20,0,17,1
6,20,1,13,5
6,20,2,26,5
6,20,3,17,6
7,21,2,11,8
7,21,1,23,6
7,21,3,11,5
7,21,0,21,3
7,22,2,12,3
7,22,0,3,6
7,22,3,9,2
7,23,1,26,7
7,23,0,16,5
7,23,3,28,9
7,23,2,18,9
8,24,0,10,4
8,24,2,7,9
8,24,1,17,7
8,24,3,21,7
8,25,0,4,4
8,25,3,16,3
8,25,1,6,4
8,25,2,3,8
8,26,2,17,4
8,26,1,21,7
8,26,3,9,4
9,27,0,11,4
9,27,2,20,2
9,27,3,11,6
9,27,1,18,6
9,28,0,7,5
9,28,3,14,5
9,28,1,3,9
9,29,2,6,9
9,29,3,7,5
9,29,0,11,6
9,29,1,4,9
10,30,0,6,7
10,30,3,6,8
10,30,1,8,8
10,31,1,18,9
10,31,0,24,5
10,31,2,23,9
10,32,1,7,4
10,32,0,9,8
10,32,2,18,5
10,32,3,11,6
11,33,0,8,6
11,33,2,4,7
11,33,3,2,7
11,34,0,19,1
11,34,3,23,1
11,34,2,14,2
11,35,0,8,5
11,35,1,16,3
11,35,2,15,6
