job,operation,machine,processing_time,energy_consumption
0,0,3,21,6
0,0,1,27,7
0,1,1,12,6
0,1,2,8,1
0,2,1,9,4
0,2,0,9,8
0,2,2,4,6
0,3,1,18,1
0,3,2,26,3
0,3,3,20,4
1,4,1,17,7
1,4,0,27,6
1,5,1,11,3
1,5,0,12,6
1,6,1,29,3
1,6,3,23,5
1,7,3,15,10
1,7,2,25,9
1,7,1,15,9
2,8,2,6,6
2,8,3,7,7
2,8,1,5,8
2,9,3,9,7
2,9,0,11,7
2,10,1,6,8
2,10,3,7,7
2,10,0,17,9
2,11,3,18,6
2,11,1,25,4
2,11,2,18,4
3,12,3,19,9
3,12,1,11,7
3,13,1,11,6
3,13,2,10,4
3,14,0,8,1
3,14,1,21,5
3,14,3,17,5
3,15,2,10,10
3,15,3,21,5
3,15,1,18,7
4,16,1,2,9
4,16,3,14,4
4,16,2,2,7
4,17,3,12,2
4,17,2,11,5
4,18,0,16,5
4,18,3,17,6
4,18,2,16,9
4,19,2,26,7
4,19,1,18,5
4,19,0,22,8
5,20,3,18,7
5,20,0,28,8
5,20,2,21,7
5,21,0,6,7
5,21,2,7,8
5,22,3,16,3
5,22,0,16,3
5,23,1,19,5
5,23,3,26,8
5,23,0,31,5
6,24,1,17,10
6,24,3,8,8
6,25,2,15,7
6,25,1,10,7
6,26,3,14,4
6,26,2,20,6
6,26,0,16,6
6,27,1,17,5
6,27,0,23,1
6,27,3,26,5
7,28,2,4,9
7,28,0,11,4
7,29,2,8,3
7,29,0,10,3
7,30,1,25,7
7,30,3,24,8
7,31,0,11,9
7,31,3,19,6
8,32,1,3,4
8,32,0,7,5
8,33,0,18,7
8,33,3,16,7
8,33,2,29,2
8,34,1,32,7
8,34,2,18,7
8,35,1,16,8
8,35,3,16,5
9,36,0,19,1
9,36,2,25,6
9,37,1,23,2
9,37,3,16,2
9,38,0,20,7
9,38,2,21,2
9,38,3,26,4
9,39,1,13,7
9,39,2,18,6
10,40,0,27,4
10,40,1,19,6
10,40,2,26,8
10,41,1,18,8
10,41,3,19,9
10,42,3,20,2
10,42,2,29,2
10,43,2,17,9
10,43,3,19,5
10,43,1,28,6
11,44,2,6,9
11,44,0,11,9
11,45,1,17,10
11,45,2,14,10
11,46,0,12,5
11,46,3,10,5
11,47,2,5,5
11,47,1,6,6
11,47,3,13,7
