job,operation,machine,processing_time,energy_consumption
0,0,3,9,5
0,0,0,10,8
0,0,1,17,7
0,0,2,14,7
0,1,2,22,9
0,1,1,21,6
0,1,3,14,8
0,2,0,16,4
0,2,3,14,7
0,2,2,26,5
0,2,1,17,7
1,3,3,22,2
1,3,2,27,6
1,3,0,27,5
1,4,0,22,5
1,4,2,19,4
1,4,3,14,6
1,5,1,21,10
1,5,0,20,7
1,5,2,19,6
2,6,3,12,1
2,6,2,3,1
2,6,0,2,2
2,7,1,19,5
2,7,3,11,8
2,7,2,15,7
2,7,0,10,4
2,8,2,22,6
2,8,3,20,5
2,8,0,23,9
3,9,1,14,3
3,9,2,6,8
3,9,3,15,3
3,9,0,16,4
3,10,0,15,5
3,10,1,17,3
3,10,3,18,2
3,11,2,24,6
3,11,0,19,7
3,11,3,21,8
3,11,1,14,5
4,12,1,14,5
4,12,0,21,4
4,12,2,25,5
4,13,3,24,7
4,13,1,23,10
4,13,2,24,6
4,13,0,16,5
4,14,1,15,2
4,14,2,6,4
4,14,0,14,4
4,14,3,8,7
5,15,0,17,9
5,15,3,16,8
5,15,1,16,6
5,16,1,23,5
5,16,0,14,7
5,16,2,16,5
5,16,3,22,8
5,17,1,24,1
5,17,3,25,5
5,17,0,16,2
5,17,2,30,2
6,18,1,7,5
6,18,0,8,8
6,18,2,16,8
6,18,3,12,6
6,19,1,28,7
6,19,0,32,5
6,19,2,22,6
6,19,3,29,5
6,20,0,9,6
6,20,3,18,2
6,20,1,19,6
7,21,2,12,3
7,21,1,14,5
7,21,0,9,7
7,22,0,15,6
7,22,3,9,6
7,22,1,11,9
7,22,2,5,4
7,23,0,15,9
7,23,1,10,6
7,23,2,8,5
8,24,0,25,2
8,24,2,23,4
8,24,3,25,6
8,25,3,18,7
8,25,2,20,6
8,25,1,6,9
8,26,0,20,3
8,26,2,17,3
8,26,1,19,4
9,27,2,21,4
9,27,1,9,9
9,27,3,16,5
9,27,0,21,6
9,28,0,29,9
9,28,3,18,5
9,28,2,28,6
9,29,1,4,5
9,29,3,1,4
9,29,0,6,3
10,30,3,20,3
10,30,2,13,2
10,30,0,19,6
10,31,0,7,2
10,31,3,4,5
10,31,2,3,6
10,32,1,23,4
10,32,2,27,3
10,32,3,23,2
10,32,0,23,3
11,33,2,14,6
11,33,0,10,7
11,33,3,11,6
11,34,0,3,5
11,34,3,17,8
11,34,2,16,5
11,35,1,27,6
11,35,2,15,3
11,35,3,23,2
