job,operation,machine,processing_time,energy_consumption
0,0,1,18,7
0,0,3,13,5
0,0,0,14,8
0,1,3,26,6
0,1,1,18,6
0,2,1,6,4
0,2,0,17,2
0,2,2,5,2
0,3,0,4,7
0,3,1,8,5
0,3,3,1,3
1,4,1,17,10
1,4,3,23,8
1,4,0,20,5
1,5,3,12,9
1,5,2,20,7
1,6,3,10,8
1,6,0,11,7
1,7,2,12,4
1,7,3,12,8
2,8,2,21,6
2,8,1,17,6
2,8,3,25,6
2,9,2,13,4
2,9,0,13,2
2,10,2,7,7
2,10,3,7,4
2,10,0,11,8
2,11,1,24,10
2,11,3,31,9
3,12,0,28,6
3,12,3,28,6
3,12,2,20,5
3,13,2,20,8
3,13,1,10,8
3,14,1,17,2
3,14,3,22,5
3,15,1,24,3
3,15,3,25,7
3,15,2,19,6
4,16,3,16,6
4,16,2,17,9
4,17,3,7,8
4,17,0,10,10
4,17,2,10,8
4,18,2,7,6
4,18,3,8,2
4,18,1,6,7
4,19,1,9,5
4,19,0,14,8
5,20,3,5,5
5,20,1,17,1
5,20,2,7,2
5,21,2,8,6
5,21,3,13,7
5,21,0,8,9
5,22,2,12,6
5,22,0,10,4
5,23,2,9,6
5,23,0,15,6
6,24,0,12,10
6,24,2,10,8
6,24,1,17,5
6,25,2,30,4
6,25,1,21,4
6,25,3,21,8
6,26,1,29,3
6,26,2,29,6
6,27,3,27,5
6,27,1,29,5
7,28,3,11,3
7,28,1,15,3
7,28,0,7,6
7,29,2,12,3
7,29,0,10,6
7,30,2,10,4
7,30,1,20,6
7,30,0,17,3
7,31,2,11,9
7,31,3,8,6
8,32,1,11,4
8,32,0,3,3
8,33,2,17,6
8,33,3,19,4
8,34,1,14,10
8,34,3,7,9
8,34,0,13,5
8,35,2,4,7
8,35,1,12,4
9,36,0,17,10
9,36,2,5,8
9,36,3,10,5
9,37,1,24,2
9,37,2,18,2
9,38,2,11,2
9,38,3,6,5
9,39,0,15,8
9,39,2,15,10
10,40,2,16,8
10,40,3,15,8
10,41,1,21,3
10,41,3,23,3
10,42,1,31,5
10,42,0,26,5
10,43,3,23,7
10,43,2,18,4
10,43,0,18,7
11,44,1,6,4
11,44,2,12,9
11,45,0,5,7
11,45,2,8,7
11,46,1,16,3
11,46,3,16,3
11,46,0,15,1
11,47,3,8,1
11,47,0,4,6
