job,operation,machine,processing_time,energy_consumption
0,0,3,10,4
0,0,2,9,3
0,0,0,4,1
0,1,2,8,6
0,1,3,18,8
0,1,1,18,8
0,1,0,10,6
0,2,2,20,5
0,2,3,7,7
0,2,1,16,7
0,3,3,19,8
0,3,1,27,8
0,3,2,20,10
1,4,1,10,10
1,4,3,5,9
1,4,2,2,8
1,4,0,12,5
1,5,0,26,5
1,5,1,16,2
1,5,2,25,7
1,6,2,12,9
1,6,1,12,8
1,6,3,2,5
1,6,0,8,7
1,7,1,29,2
1,7,3,26,4
1,7,2,29,2
2,8,3,4,2
2,8,1,12,2
2,8,0,8,2
2,9,3,29,8
2,9,1,22,7
2,9,0,24,5
2,10,2,12,6
2,10,1,6,7
2,10,0,16,5
2,10,3,10,7
2,11,2,28,6
2,11,3,22,6
2,11,1,26,4
3,12,0,11,4
3,12,1,3,6
3,12,2,1,9
3,13,1,5,5
3,13,2,10,9
3,13,3,9,4
3,13,0,6,4
3,14,2,30,1
3,14,3,28,2
3,14,0,26,5
3,14,1,26,5
3,15,0,12,10
3,15,2,16,6
3,15,3,13,8
3,15,1,19,9
4,16,3,10,6
4,16,1,19,5
4,16,0,13,7
4,17,2,5,6
4,17,0,6,5
4,17,1,10,4
4,17,3,13,7
4,18,1,14,4
4,18,3,15,4
4,18,2,17,1
4,18,0,10,1
4,19,1,3,7
4,19,3,9,8
4,19,2,15,9
4,19,0,14,4
5,20,1,17,3
5,20,3,21,7
5,20,2,13,2
5,20,0,15,4
5,21,2,9,9
5,21,0,9,8
5,21,3,9,5
5,22,3,31,6
5,22,2,23,8
5,22,1,24,9
5,23,2,12,5
5,23,1,14,7
5,23,3,4,7
5,23,0,15,7
6,24,3,25,3
6,24,0,24,3
6,24,1,20,7
6,25,2,10,7
6,25,3,5,5
6,25,1,18,8
6,25,0,9,5
6,26,2,5,9
6,26,0,13,10
6,26,3,12,9
6,26,1,4,5
6,27,2,15,3
6,27,0,13,7
6,27,3,16,5
7,28,1,19,5
7,28,0,29,2
7,28,3,18,2
7,29,3,20,3
7,29,1,26,2
7,29,0,23,4
7,30,1,20,6
7,30,0,11,3
7,30,3,12,6
7,31,1,15,3
7,31,0,12,4
7,31,3,5,8
8,32,3,18,3
8,32,2,21,2
8,32,0,20,6
8,32,1,20,5
8,33,2,18,1
8,33,0,21,4
8,33,1,22,6
8,34,0,17,9
8,34,1,5,4
8,34,3,6,6
8,35,2,16,6
8,35,1,16,5
8,35,3,7,8
9,36,3,13,3
9,36,2,8,5
9,36,1,9,3
9,36,0,16,3
9,37,3,8,4
9,37,1,7,4
9,37,2,7,8
9,38,0,4,5
9,38,1,6,5
9,38,3,5,5
9,38,2,7,9
9,39,2,22,4
9,39,0,28,2
9,39,3,32,4
9,39,1,28,3
10,40,3,10,6
10,40,0,19,8
10,40,1,6,4
10,40,2,9,7
10,41,0,18,6
10,41,3,10,9
10,41,2,12,6
10,41,1,7,4
10,42,2,5,9
10,42,1,5,5
10,42,3,12,4
10,43,2,21,5
10,43,0,11,5
10,43,3,12,6
10,43,1,9,3
11,44,3,17,3
11,44,1,30,5
11,44,2,30,3
11,45,1,12,7
11,45,3,12,6
11,45,0,5,5
11,45,2,9,6
11,46,1,13,5
11,46,3,14,3
11,46,0,4,3
11,46,2,6,7
11,47,3,11,7
11,47,1,9,7
11,47,2,11,7
