job,operation,machine,processing_time,energy_consumption
0,0,4,14,5
0,0,3,16,7
0,0,5,20,7
0,0,2,9,7
0,1,2,21,5
0,1,3,15,3
0,1,5,10,4
0,1,4,15,5
0,2,4,11,8
0,2,1,13,9
0,2,3,12,7
0,2,2,6,8
0,3,4,13,7
0,3,5,19,10
0,3,3,20,5
0,3,2,18,8
0,3,1,12,5
0,4,2,7,9
0,4,0,7,10
0,4,5,10,8
0,4,1,2,7
1,5,3,24,6
1,5,0,19,4
1,5,1,20,6
1,5,5,26,5
1,6,2,25,5
1,6,0,32,8
1,6,1,20,7
1,6,5,21,6
1,6,4,20,7
1,7,5,32,5
1,7,0,24,6
1,7,2,26,3
1,7,1,23,7
1,7,4,20,3
1,8,0,21,2
1,8,4,21,7
1,8,2,25,4
1,8,3,22,7
1,9,4,5,8
1,9,0,14,10
1,9,3,12,6
1,9,5,3,10
2,10,0,13,10
2,10,2,11,8
2,10,4,12,7
2,10,3,9,6
2,11,5,8,4
2,11,0,12,9
2,11,2,1,7
2,11,4,1,5
2,12,2,24,4
2,12,1,25,6
2,12,3,25,9
2,12,5,22,4
2,12,0,26,9
2,13,1,28,5
2,13,0,30,7
2,13,5,18,8
2,13,2,29,3
2,14,5,6,5
2,14,3,9,5
2,14,2,4,7
2,14,4,2,4
2,14,0,6,6
3,15,1,22,5
3,15,2,28,3
3,15,5,20,5
3,15,0,16,6
3,15,4,28,4
3,16,2,19,9
3,16,0,21,9
3,16,1,11,9
3,16,5,19,4
3,16,4,20,6
3,17,2,14,4
3,17,0,2,4
3,17,3,4,6
3,17,4,6,5
3,17,1,7,7
3,18,1,25,7
3,18,0,12,7
3,18,4,21,5
3,18,5,23,4
3,18,2,26,4
3,19,5,26,6
3,19,3,30,7
3,19,0,31,4
3,19,2,27,5
4,20,3,17,5
4,20,2,11,6
4,20,5,7,2
4,20,0,13,1
4,20,4,10,5
4,21,0,26,3
4,21,3,23,5
4,21,5,29,6
4,21,1,22,1
4,21,4,19,5
4,22,2,2,2
4,22,0,2,2
4,22,4,4,3
4,22,3,3,3
4,23,4,29,9
4,23,0,23,8
4,23,5,29,7
4,23,2,24,5
4,24,5,15,8
4,24,3,17,7
4,24,0,17,8
4,24,1,5,9
4,24,4,12,9
5,25,2,20,7
5,25,4,19,3
5,25,3,28,3
5,25,0,17,6
5,26,1,19,6
5,26,4,17,9
5,26,0,16,10
5,26,5,17,9
5,27,0,28,6
5,27,2,30,5
5,27,3,17,1
5,27,4,18,3
5,27,1,28,1
5,28,0,14,10
5,28,5,14,7
5,28,3,13,8
5,28,2,15,5
5,29,0,3,7
5,29,5,4,6
5,29,3,2,7
5,29,4,8,6
6,30,0,3,3
6,30,5,3,6
6,30,1,12,4
6,30,4,5,8
6,30,3,5,8
6,31,1,23,8
6,31,5,26,10
6,31,0,19,7
6,31,3,17,10
6,31,2,26,6
6,32,4,17,3
6,32,2,17,4
6,32,0,28,5
6,32,3,14,2
6,32,5,23,6
6,33,4,22,9
6,33,0,24,6
6,33,3,25,9
6,33,1,23,8
6,34,3,27,9
6,34,4,29,9
6,34,1,27,5
6,34,2,22,4
7,35,3,14,4
7,35,1,21,5
7,35,5,22,9
7,35,4,11,4
7,36,2,13,4
7,36,5,4,5
7,36,0,8,3
7,36,1,13,5
7,36,3,2,6
7,37,2,5,2
7,37,1,6,3
7,37,0,8,1
7,37,3,1,3
7,37,5,2,5
7,38,5,6,4
7,38,0,11,3
7,38,1,13,3
7,38,2,12,1
7,39,1,26,8
7,39,4,28,8
7,39,2,30,7
7,39,3,22,4
8,40,5,6,5
8,40,2,7,5
8,40,1,6,8
8,40,4,10,8
8,40,3,3,10
8,41,5,10,2
8,41,3,12,3
8,41,1,11,5
8,41,0,17,6
8,42,0,22,8
8,42,5,12,4
8,42,2,15,7
8,42,4,15,4
8,42,1,12,6
8,43,2,17,6
8,43,5,22,4
8,43,4,13,4
8,43,1,21,5
8,43,0,16,5
8,44,0,24,5
8,44,2,27,4
8,44,3,19,2
8,44,4,24,4
8,44,1,14,5
9,45,4,19,5
9,45,5,16,4
9,45,0,22,7
9,45,1,24,6
9,45,3,23,3
9,46,4,12,6
9,46,1,6,5
9,46,2,2,5
9,46,5,6,7
9,47,3,24,6
9,47,5,22,1
9,47,2,20,4
9,47,1,20,4
9,47,0,17,2
9,48,4,7,10
9,48,0,12,9
9,48,3,2,8
9,48,2,13,8
9,49,4,23,5
9,49,1,18,1
9,49,3,22,4
9,49,0,22,5
9,49,5,13,3
10,50,2,28,2
10,50,0,19,3
10,50,5,19,2
10,50,1,20,3
10,51,5,11,3
10,51,3,9,4
10,51,2,6,6
10,51,1,2,5
10,52,4,26,5
10,52,0,15,2
10,52,2,21,5
10,52,3,28,3
10,53,2,18,6
10,53,1,21,3
10,53,4,21,3
10,53,3,17,5
10,54,0,11,6
10,54,3,14,6
10,54,2,23,9
10,54,4,21,7
11,55,3,17,4
11,55,2,23,4
11,55,1,17,2
11,55,5,22,3
11,55,4,23,6
11,56,3,16,6
11,56,0,18,10
11,56,5,7,10
11,56,2,5,6
11,56,4,17,9
11,57,0,31,6
11,57,3,27,4
11,57,5,29,4
11,57,4,24,5
11,57,2,23,5
11,58,1,16,7
11,58,5,16,3
11,58,2,14,6
11,58,4,23,3
11,59,0,15,7
11,59,4,22,5
11,59,2,19,8
11,59,1,25,3
