job,operation,machine,processing_time,energy_consumption
0,0,0,19,6
0,0,3,19,5
0,0,1,16,5
0,0,2,9,2
0,1,0,6,7
0,1,3,12,5
0,1,1,4,3
0,2,3,23,8
0,2,2,12,10
0,2,1,16,5
0,3,3,12,4
0,3,1,13,6
0,3,2,20,7
0,3,0,8,5
1,4,3,20,4
1,4,0,27,7
1,4,2,19,6
1,4,1,16,6
1,5,1,10,5
1,5,2,3,5
1,5,0,12,4
1,6,3,18,9
1,6,0,11,8
1,6,2,12,7
1,7,3,11,8
1,7,1,12,7
1,7,0,17,9
1,7,2,20,6
2,8,0,12,3
2,8,2,8,3
2,8,3,4,1
2,8,1,9,5
2,9,0,2,6
2,9,1,14,3
2,9,3,15,2
2,10,1,3,1
2,10,0,11,2
2,10,3,9,2
2,10,2,7,1
2,11,0,17,6
2,11,2,18,8
2,11,1,17,9
2,11,3,20,5
3,12,1,11,7
3,12,0,12,5
3,12,2,14,3
3,13,0,4,3
3,13,1,6,3
3,13,3,14,2
3,13,2,13,6
3,14,1,16,8
3,14,0,20,5
3,14,2,9,9
3,14,3,12,5
3,15,0,27,8
3,15,3,20,3
3,15,2,24,7
4,16,3,25,6
4,16,2,24,5
4,16,0,25,6
4,16,1,20,6
4,17,3,31,7
4,17,0,24,9
4,17,1,17,5
4,17,2,22,4
4,18,3,4,4
4,18,1,13,6
4,18,0,12,2
4,19,1,20,3
4,19,0,23,5
4,19,3,20,5
5,20,1,15,7
5,20,3,18,4
5,20,2,17,7
5,20,0,15,6
5,21,2,9,5
5,21,3,9,6
5,21,1,7,2
5,22,3,10,7
5,22,0,11,9
5,22,2,8,5
5,22,1,9,7
5,23,0,16,2
5,23,1,23,6
5,23,3,22,1
5,23,2,16,1
6,24,0,12,8
6,24,2,10,4
6,24,3,11,9
6,24,1,15,9
6,25,2,18,4
6,25,0,7,7
6,25,1,15,6
6,25,3,8,4
6,26,0,15,6
6,26,1,28,3
6,26,2,17,6
6,26,3,19,5
6,27,1,21,7
6,27,3,25,10
6,27,0,23,7
7,28,1,8,8
7,28,3,12,8
7,28,2,7,8
7,28,0,15,9
7,29,0,15,8
7,29,3,17,5
7,29,1,10,5
7,30,2,11,3
7,30,0,19,6
7,30,1,19,3
7,30,3,17,8
7,31,1,18,8
7,31,3,17,8
7,31,2,4,4
8,32,1,9,2
8,32,2,15,6
8,32,0,20,7
8,32,3,12,6
8,33,0,7,5
8,33,3,10,3
8,33,1,8,7
8,34,0,12,4
8,34,2,7,5
8,34,3,6,7
8,34,1,7,7
8,35,2,11,6
8,35,1,2,8
8,35,3,6,8
9,36,1,19,5
9,36,0,19,5
9,36,2,17,7
9,36,3,11,10
9,37,3,31,9
9,37,2,29,5
9,37,0,23,10
9,37,1,27,6
9,38,0,26,3
9,38,3,19,7
9,38,1,25,4
9,38,2,25,7
9,39,0,5,7
9,39,1,8,5
9,39,3,12,8
9,39,2,9,6
10,40,1,18,2
10,40,3,15,5
10,40,0,8,2
10,40,2,14,4
10,41,0,12,1
10,41,2,7,6
10,41,1,4,6
10,42,0,15,7
10,42,2,16,8
10,42,1,8,8
10,43,3,22,5
10,43,2,15,6
10,43,0,10,8
10,43,1,22,7
11,44,1,5,7
11,44,2,13,5
11,44,3,4,5
11,44,0,2,5
11,45,2,25,5
11,45,3,20,8
11,45,0,27,9
11,45,1,21,7
11,46,2,22,9
11,46,1,16,10
11,46,3,19,10
11,46,0,17,5
11,47,3,6,4
11,47,0,18,7
11,47,2,18,3
11,47,1,6,3
