job,operation,machine,processing_time,energy_consumption
0,0,2,18,7
0,0,0,15,8
0,0,3,25,5
0,0,1,18,7
0,1,3,17,3
0,1,2,16,5
0,1,0,16,6
0,2,2,20,6
0,2,3,18,5
0,2,1,16,4
0,2,0,19,4
1,3,3,9,5
1,3,0,17,7
1,3,1,10,4
1,4,0,7,4
1,4,3,11,3
1,4,1,9,3
1,4,2,8,4
1,5,2,12,4
1,5,1,10,2
1,5,3,4,2
1,5,0,1,3
2,6,0,10,1
2,6,1,10,1
2,6,2,15,4
2,7,1,10,9
2,7,2,8,8
2,7,0,7,6
2,8,0,7,5
2,8,3,4,6
2,8,2,13,5
3,9,3,15,5
3,9,2,6,2
3,9,0,11,4
3,10,3,11,1
3,10,2,18,4
3,10,1,11,3
3,11,3,30,2
3,11,0,28,2
3,11,2,31,3
3,11,1,31,6
4,12,0,29,8
4,12,2,20,8
4,12,1,29,3
4,13,0,13,6
4,13,2,5,7
4,13,3,13,7
4,13,1,12,7
4,14,1,6,6
4,14,3,13,7
4,14,0,9,9
4,14,2,8,6
5,15,0,23,4
5,15,1,17,4
5,15,3,22,4
5,15,2,20,6
5,16,1,26,9
5,16,2,22,6
5,16,3,13,4
5,16,0,21,4
5,17,2,27,4
5,17,3,24,4
5,17,1,21,5
5,17,0,16,3
6,18,2,23,7
6,18,0,17,3
6,18,1,21,6
6,18,3,25,3
6,19,2,7,3
6,19,1,10,7
6,19,3,14,5
6,19,0,15,8
6,20,0,7,5
6,20,2,11,5
6,20,1,3,7
7,21,2,10,5
7,21,3,10,3
7,21,0,11,6
7,22,2,25,8
7,22,0,23,5
7,22,1,24,10
7,23,1,20,9
7,23,2,17,7
7,23,0,14,8
8,24,3,14,5
8,24,2,15,5
8,24,0,14,3
8,25,1,14,7
8,25,3,14,5
8,25,0,18,3
8,26,2,17,6
8,26,1,19,1
8,26,0,28,3
9,27,0,27,6
9,27,2,22,9
9,27,3,21,6
9,27,1,25,5
9,28,2,10,3
9,28,1,16,1
9,28,0,11,4
9,28,3,9,6
9,29,0,30,7
9,29,1,19,6
9,29,3,31,7
9,29,2,24,7
10,30,0,22,7
10,30,2,13,6
10,30,1,17,6
10,30,3,24,7
10,31,1,17,8
10,31,2,10,5
10,31,3,14,5
10,32,2,19,1
10,32,0,16,1
10,32,3,14,5
11,33,2,19,7
11,33,0,18,7
11,33,3,20,5
11,34,2,16,7
11,34,3,17,9
11,34,1,24,8
11,34,0,10,9
11,35,2,11,7
11,35,0,3,4
11,35,1,12,2
