job,operation,machine,processing_time,energy_consumption
0,0,4,9,4
0,0,3,14,3
0,0,1,12,6
0,0,2,17,2
0,0,5,17,3
0,1,0,30,2
0,1,2,24,2
0,1,4,31,5
0,1,5,23,1
0,1,1,30,4
0,2,2,31,4
0,2,4,24,6
0,2,0,22,3
0,2,1,20,2
0,3,4,8,3
0,3,2,14,5
0,3,5,11,7
0,3,3,11,6
0,3,1,10,5
0,4,3,6,7
0,4,2,3,3
0,4,1,10,6
0,4,0,10,4
0,4,4,8,3
1,5,4,3,8
1,5,2,1,8
1,5,5,10,6
1,5,3,10,8
1,5,1,7,5
1,6,3,12,5
1,6,4,13,9
1,6,2,8,4
1,6,5,7,8
1,6,1,4,5
1,7,2,18,2
1,7,0,23,6
1,7,3,21,6
1,7,1,21,1
1,8,4,12,7
1,8,3,11,8
1,8,5,14,5
1,8,0,15,6
1,9,3,26,6
1,9,4,26,3
1,9,2,22,3
1,9,1,25,6
1,9,0,17,5
2,10,1,2,5
2,10,0,6,8
2,10,4,1,6
2,10,5,14,8
2,11,5,12,8
2,11,4,11,5
2,11,2,11,5
2,11,0,17,8
2,11,1,9,7
2,12,5,13,8
2,12,2,3,5
2,12,4,4,10
2,12,0,12,8
2,12,3,5,5
2,13,0,20,9
2,13,1,18,7
2,13,2,19,9
2,13,3,17,5
2,13,5,24,5
2,14,3,23,1
2,14,4,18,6
2,14,2,20,6
2,14,0,12,6
3,15,3,21,6
3,15,4,26,1
3,15,5,17,3
3,15,1,18,3
3,15,0,28,2
3,16,4,4,2
3,16,1,8,1
3,16,3,1,4
3,16,5,2,2
3,16,0,9,4
3,17,1,9,6
3,17,0,2,3
3,17,2,13,4
3,17,4,2,7
3,18,1,23,3
3,18,4,18,8
3,18,5,14,4
3,18,2,21,5
3,19,0,10,6
3,19,4,1,9
3,19,5,6,9
3,19,2,5,8
4,20,3,9,1
4,20,0,12,5
4,20,2,12,6
4,20,4,5,3
4,21,3,19,5
4,21,5,17,4
4,21,4,6,8
4,21,2,10,4
4,22,1,18,5
4,22,5,21,4
4,22,4,26,9
4,22,3,24,8
4,23,3,12,2
4,23,1,5,6
4,23,5,11,3
4,23,2,13,2
4,24,0,14,7
4,24,3,1,10
4,24,5,12,10
4,24,1,8,6
4,24,2,1,5
5,25,5,16,6
5,25,3,23,3
5,25,1,15,5
5,25,2,13,3
5,26,3,4,7
5,26,1,6,8
5,26,4,10,5
5,26,5,11,7
5,26,0,13,5
5,27,2,20,6
5,27,0,29,3
5,27,4,19,4
5,27,3,25,5
5,28,0,18,5
5,28,3,20,4
5,28,2,16,5
5,28,5,17,6
5,29,4,18,4
5,29,0,11,5
5,29,3,16,5
5,29,2,8,8
5,29,1,12,7
6,30,0,22,5
6,30,2,17,7
6,30,1,20,8
6,30,4,17,9
6,30,5,24,6
6,31,0,17,7
6,31,3,11,9
6,31,5,19,6
6,31,1,10,8
6,32,5,6,3
6,32,0,8,6
6,32,2,1,3
6,32,1,12,5
6,32,3,3,1
6,33,1,24,5
6,33,2,23,9
6,33,0,20,5
6,33,3,17,7
6,34,5,23,5
6,34,0,21,6
6,34,4,18,5
6,34,2,17,5
6,34,1,14,8
7,35,4,17,6
7,35,3,18,4
7,35,2,13,3
7,35,0,19,3
7,35,5,23,8
7,36,3,16,3
7,36,1,10,5
7,36,2,19,4
7,36,4,14,5
7,37,2,15,10
7,37,0,14,5
7,37,1,7,5
7,37,3,10,7
7,37,5,14,5
7,38,0,8,2
7,38,4,13,1
7,38,1,10,3
7,38,2,21,2
7,38,5,20,2
7,39,2,7,9
7,39,3,8,6
7,39,0,5,8
7,39,5,8,9
7,39,4,1,4
8,40,3,11,10
8,40,1,12,5
8,40,0,9,7
8,40,2,4,9
8,40,4,12,6
8,41,2,7,9
8,41,3,12,8
8,41,0,4,4
8,41,5,4,5
8,42,5,24,3
8,42,0,25,3
8,42,1,25,3
8,42,4,27,2
8,43,0,24,5
8,43,1,18,3
8,43,5,28,6
8,43,4,30,4
8,43,3,31,3
8,44,2,26,8
8,44,5,28,6
8,44,0,18,4
8,44,3,27,7
9,45,4,26,6
9,45,0,18,2
9,45,1,22,2
9,45,2,17,6
9,45,3,18,5
9,46,3,14,8
9,46,2,19,9
9,46,1,22,5
9,46,0,22,4
9,47,5,11,9
9,47,1,2,8
9,47,3,11,8
9,47,2,1,7
9,47,0,11,8
9,48,3,13,6
9,48,5,17,3
9,48,1,16,3
9,48,0,20,5
9,48,4,20,6
9,49,0,6,4
9,49,5,13,7
9,49,2,12,6
9,49,3,12,3
10,50,0,17,4
10,50,4,20,5
10,50,3,22,4
10,50,2,13,7
10,51,5,10,3
10,51,4,7,3
10,51,0,14,3
10,51,1,13,2
10,51,2,7,3
10,52,1,10,6
10,52,4,15,6
10,52,5,12,3
10,52,0,13,4
10,52,2,4,6
10,53,3,14,2
10,53,5,8,4
10,53,1,6,5
10,53,0,17,4
10,53,4,16,5
10,54,2,5,6
10,54,5,13,4
10,54,4,9,7
10,54,1,13,3
10,54,3,15,3
11,55,2,25,5
11,55,4,25,6
11,55,0,20,6
11,55,1,21,5
11,55,3,24,5
11,56,4,29,6
11,56,1,24,9
11,56,3,27,6
11,56,0,24,7
11,56,5,20,7
11,57,5,24,6
11,57,2,18,6
11,57,4,23,10
11,57,1,15,5
11,58,5,22,4
11,58,4,16,9
11,58,0,18,4
11,58,1,12,5
11,58,3,11,8
11,59,4,17,5
11,59,3,6,2
11,59,5,16,5
11,59,0,11,5
11,59,1,8,7
