job,operation,machine,processing_time,energy_consumption
0,0,2,12,6
0,0,1,20,3
0,1,2,7,5
0,1,1,20,1
0,2,0,13,2
0,2,2,7,5
0,2,1,3,4
0,3,1,14,1
0,3,3,23,3
1,4,3,22,3
1,4,2,12,3
1,5,3,18,9
1,5,1,13,5
1,6,0,9,7
1,6,1,9,6
1,7,0,10,6
1,7,3,7,4
2,8,0,28,8
2,8,2,20,3
2,8,1,23,4
2,9,1,8,5
2,9,0,6,3
2,10,2,13,8
2,10,3,7,5
2,11,0,19,3
2,11,2,23,7
2,11,1,19,3
3,12,3,2,7
3,12,1,10,2
3,12,0,9,5
3,13,1,21,9
3,13,3,21,4
3,14,0,12,8
3,14,2,15,5
3,15,3,23,3
3,15,2,10,4
4,16,1,18,6
4,16,3,17,5
4,17,3,16,10
4,17,0,15,7
4,17,1,8,5
4,18,2,11,3
4,18,0,4,5
4,18,1,5,5
4,19,1,18,5
4,19,0,27,2
5,20,1,3,3
5,20,3,1,5
5,20,2,11,8
5,21,3,16,5
5,21,2,14,6
5,22,0,6,6
5,22,3,19,6
5,22,2,5,10
5,23,2,29,10
5,23,0,20,7
5,23,1,21,7
6,24,1,8,8
6,24,3,11,8
6,25,1,10,5
6,25,2,7,5
6,26,1,10,3
6,26,0,11,6
6,27,1,11,7
6,27,0,4,3
6,27,3,9,5
7,28,1,14,10
7,28,2,13,10
7,28,3,9,8
7,29,2,17,5
7,29,3,25,5
7,30,2,22,8
7,30,0,13,7
7,30,3,12,7
7,31,2,11,5
7,31,3,14,3
7,31,0,22,2
8,32,2,12,2
8,32,1,11,1
8,33,1,19,7
8,33,2,11,6
8,33,3,16,5
8,34,1,16,5
8,34,3,23,5
8,34,0,25,6
8,35,2,20,1
8,35,1,24,6
9,36,2,10,6
9,36,3,15,4
9,37,2,28,4
9,37,1,22,6
9,38,0,10,5
9,38,1,18,8
9,38,3,10,6
9,39,3,24,2
9,39,0,26,3
9,39,2,22,1
10,40,3,12,2
10,40,2,10,6
10,41,3,12,7
10,41,2,3,6
10,42,3,28,4
10,42,2,20,2
10,43,1,26,4
10,43,2,17,8
11,44,3,21,2
11,44,0,19,2
11,45,2,16,9
11,45,1,18,5
11,45,3,22,5
11,46,2,19,3
11,46,1,22,1
11,47,0,12,9
11,47,3,10,9
11,47,2,9,7
