job,operation,machine,processing_time,energy_consumption
0,0,0,11,5
0,0,2,14,6
0,0,1,10,6
0,1,0,3,4
0,1,3,12,2
0,1,1,5,6
0,2,1,20,8
0,2,3,16,10
0,3,0,25,6
0,3,1,27,5
1,4,2,23,5
1,4,0,16,10
1,4,3,10,10
1,5,2,27,6
1,5,3,23,4
1,6,1,6,7
1,6,3,14,2
1,6,0,18,4
1,7,2,27,6
1,7,1,20,6
2,8,3,10,3
2,8,1,7,2
2,8,0,17,2
2,9,2,9,4
2,9,0,13,8
2,9,1,15,5
2,10,2,7,7
2,10,0,9,6
2,10,1,7,5
2,11,0,15,6
2,11,1,15,5
2,11,3,22,6
3,12,2,5,4
3,12,0,15,9
3,12,3,4,9
3,13,1,19,9
3,13,3,25,9
3,14,3,4,7
3,14,1,7,7
3,14,2,12,4
3,15,3,25,6
3,15,2,21,6
3,15,0,25,5
4,16,3,8,8
4,16,2,19,6
4,17,3,3,3
4,17,1,5,4
4,17,0,9,4
4,18,1,13,2
4,18,0,23,2
4,18,2,12,4
4,19,1,21,5
4,19,3,17,6
4,19,2,16,9
5,20,0,16,4
5,20,2,8,5
5,21,1,11,6
5,21,3,24,5
5,21,0,20,7
5,22,3,14,4
5,22,2,7,4
5,22,1,6,4
5,23,1,21,8
5,23,0,26,5
6,24,3,18,7
6,24,2,29,6
6,24,0,23,8
6,25,3,8,7
6,25,2,9,3
6,26,0,29,4
6,26,1,24,5
6,26,2,17,6
6,27,2,10,4
6,27,0,19,7
6,27,3,10,6
7,28,2,29,7
7,28,3,20,6
7,28,0,29,3
7,29,1,27,6
7,29,0,23,5
7,30,3,17,7
7,30,0,17,4
7,31,3,11,7
7,31,1,6,8
7,31,0,4,10
8,32,0,3,7
8,32,2,7,3
8,32,3,9,6
8,33,0,15,6
8,33,3,7,6
8,34,1,10,3
8,34,2,8,6
8,35,1,19,5
8,35,0,16,6
8,35,2,23,5
9,36,2,6,8
9,36,0,6,4
9,37,2,7,8
9,37,3,7,7
9,37,0,10,8
9,38,1,16,6
9,38,2,13,3
9,39,3,8,9
9,39,0,4,8
9,39,1,11,7
10,40,0,7,2
10,40,1,13,5
10,41,0,21,6
10,41,2,20,9
10,41,3,13,8
10,42,0,15,6
10,42,2,19,7
10,42,1,14,4
10,43,1,19,5
10,43,0,27,10
10,43,3,17,5
11,44,0,10,5
11,44,3,12,7
11,45,2,14,8
11,45,1,17,8
11,46,0,25,5
11,46,1,20,6
11,46,2,24,7
11,47,0,22,6
11,47,3,26,6
11,47,1,17,5
