job,operation,machine,processing_time,energy_consumption
0,0,3,11,5
0,0,1,9,5
0,0,0,6,5
0,1,2,7,5
0,1,3,20,5
0,2,0,14,3
0,2,1,9,4
0,2,2,10,4
0,3,3,17,4
0,3,2,18,2
1,4,0,12,5
1,4,1,6,1
1,4,2,4,6
1,5,0,2,5
1,5,1,7,8
1,5,3,4,8
1,6,3,10,5
1,6,1,12,2
1,7,1,14,3
1,7,3,10,7
2,8,3,16,3
2,8,1,15,7
2,8,2,13,3
2,9,3,14,5
2,9,2,13,4
2,9,0,19,6
2,10,0,13,5
2,10,2,11,9
2,11,2,7,7
2,11,3,13,10
2,11,0,11,5
3,12,3,15,5
3,12,0,6,6
3,13,0,18,1
3,13,3,26,4
3,14,2,14,5
3,14,0,22,8
3,14,3,19,9
3,15,1,14,8
3,15,2,12,8
3,15,3,13,7
4,16,0,8,5
4,16,1,1,8
4,16,2,13,8
4,17,0,11,6
4,17,3,15,6
4,17,2,6,7
4,18,1,11,10
4,18,0,19,10
4,18,2,13,8
4,19,2,22,8
4,19,3,20,6
5,20,1,6,6
5,20,0,3,5
5,20,3,1,6
5,21,3,8,3
5,21,0,19,8
5,21,2,19,5
5,22,3,12,7
5,22,2,16,9
5,22,1,16,9
5,23,0,27,6
5,23,1,14,6
6,24,2,16,7
6,24,3,12,5
6,25,0,12,7
6,25,3,18,7
6,26,3,6,8
6,26,1,4,10
6,26,0,13,5
6,27,3,23,6
6,27,2,26,5
6,27,0,20,4
7,28,1,22,7
7,28,3,21,6
7,29,1,6,6
7,29,0,8,7
7,29,2,10,8
7,30,0,21,3
7,30,2,22,7
7,31,0,21,6
7,31,2,20,6
7,31,3,22,6
8,32,1,20,3
8,32,2,20,7
8,32,0,26,6
8,33,3,8,9
8,33,0,18,6
8,33,2,20,6
8,34,1,22,5
8,34,3,27,5
8,35,0,8,10
8,35,2,14,7
9,36,3,2,6
9,36,2,14,9
9,37,1,11,2
9,37,0,11,1
9,38,1,12,6
9,38,2,21,4
9,39,1,15,2
9,39,2,27,3
9,39,0,25,2
10,40,3,12,5
10,40,1,17,5
10,40,2,7,10
10,41,1,22,5
10,41,2,21,3
10,42,3,6,6
10,42,2,3,4
10,43,0,13,4
10,43,1,6,5
10,43,3,11,7
11,44,3,7,3
11,44,0,3,6
11,44,1,13,6
11,45,1,7,9
11,45,0,15,6
11,46,3,13,3
11,46,1,12,2
11,46,0,23,3
11,47,0,18,9
11,47,3,16,10
11,47,2,7,10
