job,operation,machine,processing_time,energy_consumption
0,0,0,16,6
0,0,3,19,5
0,0,4,10,4
0,0,2,9,5
0,0,1,14,4
0,1,3,13,9
0,1,1,6,5
0,1,0,3,4
0,1,2,12,5
0,1,4,13,7
0,2,0,27,2
0,2,2,20,2
0,2,3,15,6
0,2,1,21,4
0,2,4,16,5
0,3,4,3,8
0,3,3,2,3
0,3,0,13,5
0,3,1,3,7
0,4,3,21,6
0,4,2,26,5
0,4,1,17,2
0,4,0,24,4
0,4,4,27,6
1,5,2,9,7
1,5,4,9,7
1,5,1,16,3
1,5,0,17,4
1,6,4,18,5
1,6,0,16,4
1,6,2,22,8
1,6,1,13,3
1,6,3,14,8
1,7,2,19,8
1,7,0,26,6
1,7,3,26,10
1,7,1,12,5
1,8,4,14,3
1,8,2,17,3
1,8,1,13,4
1,8,0,9,1
1,9,3,21,8
1,9,2,25,8
1,9,4,16,7
1,9,1,13,9
2,10,2,13,7
2,10,3,18,4
2,10,1,19,5
2,10,0,20,8
2,10,4,19,4
2,11,3,9,7
2,11,0,13,9
2,11,1,14,9
2,11,2,16,8
2,11,4,15,6
2,12,4,20,2
2,12,2,29,5
2,12,3,26,4
2,12,0,28,7
2,12,1,20,2
2,13,2,14,4
2,13,0,10,1
2,13,3,10,1
2,13,4,12,6
2,13,1,19,6
2,14,1,23,3
2,14,4,23,4
2,14,2,21,3
2,14,3,22,8
2,14,0,12,3
3,15,1,16,3
3,15,0,9,2
3,15,4,17,3
3,15,2,19,5
3,16,1,24,2
3,16,4,18,7
3,16,0,20,4
3,16,2,23,3
3,16,3,20,6
3,17,0,11,3
3,17,3,24,7
3,17,4,13,5
3,17,2,13,4
3,17,1,12,8
3,18,3,9,8
3,18,2,19,7
3,18,1,20,5
3,18,0,10,3
3,19,0,20,9
3,19,2,20,6
3,19,3,25,7
3,19,4,26,7
4,20,1,19,7
4,20,0,24,5
4,20,4,25,5
4,20,2,18,5
4,20,3,29,7
4,21,0,21,3
4,21,3,9,4
4,21,4,16,2
4,21,1,15,3
4,21,2,17,7
4,22,0,12,5
4,22,3,5,5
4,22,1,7,5
4,22,2,9,5
4,22,4,13,5
4,23,0,24,8
4,23,2,27,8
4,23,3,16,4
4,23,1,18,7
4,24,2,5,6
4,24,1,11,9
4,24,4,2,9
4,24,0,8,7
4,24,3,8,5
5,25,0,4,9
5,25,4,10,5
5,25,2,7,5
5,25,1,3,4
5,26,4,16,4
5,26,2,22,7
5,26,0,16,6
5,26,3,24,6
5,27,4,12,5
5,27,2,10,4
5,27,1,12,4
5,27,3,2,4
5,28,4,17,2
5,28,0,25,4
5,28,2,18,5
5,28,3,27,3
5,28,1,17,2
5,29,2,11,5
5,29,4,13,6
5,29,3,9,8
5,29,0,13,8
5,29,1,10,5
6,30,2,12,5
6,30,1,6,7
6,30,3,13,6
6,30,0,20,6
6,30,4,16,7
6,31,3,20,6
6,31,2,18,5
6,31,0,19,9
6,31,4,8,6
6,31,1,17,9
6,32,3,17,6
6,32,2,11,2
6,32,4,8,6
6,32,1,15,7
6,32,0,7,2
6,33,1,5,7
6,33,0,6,4
6,33,3,6,4
6,33,2,6,3
6,34,1,1,5
6,34,0,8,3
6,34,2,2,2
6,34,3,4,1
7,35,3,24,7
7,35,1,18,7
7,35,0,23,9
7,35,2,23,10
7,35,4,29,9
7,36,3,14,6
7,36,0,14,1
7,36,4,20,2
7,36,2,8,5
7,37,4,12,5
7,37,0,1,5
7,37,1,11,5
7,37,2,5,7
7,37,3,11,6
7,38,3,24,6
7,38,1,26,7
7,38,4,20,4
7,38,0,24,4
7,38,2,17,8
7,39,1,15,5
7,39,0,20,5
7,39,4,16,3
7,39,3,15,5
7,39,2,12,5
8,40,1,19,3
8,40,2,26,1
8,40,0,29,4
8,40,3,19,3
8,40,4,31,3
8,41,1,8,10
8,41,4,3,5
8,41,0,6,9
8,41,3,1,6
8,42,4,21,8
8,42,2,20,4
8,42,3,22,5
8,42,1,11,3
8,43,0,8,7
8,43,3,10,7
8,43,4,9,5
8,43,1,12,6
8,43,2,11,10
8,44,2,6,7
8,44,1,10,8
8,44,4,7,5
8,44,0,14,7
8,44,3,13,5
9,45,2,22,6
9,45,4,20,7
9,45,1,23,5
9,45,0,21,5
9,46,3,11,10
9,46,4,12,10
9,46,1,17,6
9,46,2,9,8
9,46,0,15,10
9,47,3,15,7
9,47,2,13,2
9,47,1,10,5
9,47,0,7,5
9,47,4,14,6
9,48,3,7,6
9,48,1,3,7
9,48,4,9,8
9,48,2,12,5
9,49,1,23,8
9,49,0,11,6
9,49,4,17,10
9,49,2,19,9
9,49,3,15,5
