job,operation,machine,processing_time,energy_consumption
0,0,0,25,10
0,0,2,27,9
0,0,1,22,5
0,0,3,31,6
0,1,2,22,8
0,1,3,25,4
0,1,0,23,6
0,1,1,25,6
0,2,3,17,6
0,2,2,22,6
0,2,1,17,7
1,3,3,21,5
1,3,1,18,2
1,3,0,19,1
1,3,2,19,3
1,4,2,15,6
1,4,0,9,7
1,4,1,11,7
1,4,3,21,5
1,5,1,28,5
1,5,3,21,6
1,5,2,16,8
1,5,0,14,8
2,6,0,21,6
2,6,1,8,8
2,6,2,9,4
2,7,3,9,5
2,7,1,9,5
2,7,2,6,10
2,7,0,13,5
2,8,1,8,8
2,8,2,11,4
2,8,3,4,4
3,9,0,7,5
3,9,3,9,8
3,9,2,15,6
3,9,1,8,9
3,10,3,19,2
3,10,1,9,4
3,10,2,19,2
3,11,1,24,2
3,11,2,23,3
3,11,3,24,2
3,11,0,23,3
4,12,1,23,4
4,12,3,22,7
4,12,2,17,4
4,13,3,10,8
4,13,2,10,3
4,13,0,3,8
4,14,1,16,7
4,14,3,24,6
4,14,2,22,7
5,15,1,23,8
5,15,0,30,5
5,15,3,23,6
5,15,2,20,8
5,16,3,11,5
5,16,1,14,6
5,16,0,21,2
5,17,1,17,6
5,17,0,16,7
5,17,2,19,4
5,17,3,19,4
6,18,0,20,6
6,18,3,14,4
6,18,1,23,4
6,18,2,18,8
6,19,3,20,2
6,19,1,18,6
6,19,0,11,4
6,19,2,13,2
6,20,3,26,6
6,20,1,22,7
6,20,2,24,7
7,21,0,7,7
7,21,2,5,7
7,21,3,12,4
7,21,1,5,6
7,22,1,9,7
7,22,0,4,7
7,22,2,13,8
7,22,3,5,5
7,23,1,21,10
7,23,0,19,9
7,23,3,19,7
7,23,2,23,8
8,24,3,13,7
8,24,1,10,4
8,24,2,12,5
8,24,0,13,2
8,25,2,1,8
8,25,1,13,5
8,25,3,1,6
8,26,3,7,6
8,26,2,15,8
8,26,0,7,8
9,27,3,19,2
9,27,0,25,5
9,27,2,19,2
9,28,1,7,1
9,28,0,11,6
9,28,3,10,6
9,29,3,19,6
9,29,2,18,4
9,29,0,16,6
10,30,0,13,5
10,30,3,3,3
10,30,1,10,2
10,30,2,10,5
10,31,2,10,7
10,31,3,20,4
10,31,0,8,5
10,31,1,18,8
10,32,3,17,6
10,32,0,17,9
10,32,2,12,7
11,33,3,5,5
11,33,1,11,7
11,33,2,6,10
11,34,3,14,3
11,34,2,18,2
11,34,1,23,2
11,34,0,27,6
11,35,1,14,8
11,35,0,19,6
11,35,2,27,6
