job,operation,machine,processing_time,energy_consumption
0,0,0,30,10
0,0,1,24,7
0,0,3,26,10
0,0,2,27,5
0,1,1,8,6
0,1,2,9,6
0,1,3,6,4
0,2,2,20,5
0,2,1,16,5
0,2,3,11,4
0,2,0,22,7
1,3,3,29,7
1,3,2,27,5
1,3,0,25,7
1,4,1,10,4
1,4,2,14,8
1,4,3,9,4
1,5,1,28,6
1,5,0,24,5
1,5,2,26,8
1,5,3,18,4
2,6,1,20,7
2,6,3,11,9
2,6,0,12,6
2,6,2,11,9
2,7,3,23,4
2,7,2,15,2
2,7,1,14,4
2,8,3,17,2
2,8,2,27,4
2,8,1,17,6
3,9,2,25,7
3,9,1,32,7
3,9,0,19,8
3,10,3,25,8
3,10,2,17,3
3,10,0,28,3
3,10,1,23,8
3,11,3,4,2
3,11,0,6,5
3,11,2,17,2
3,11,1,18,1
4,12,0,13,7
4,12,2,24,2
4,12,1,19,5
4,12,3,20,7
4,13,2,13,5
4,13,0,24,10
4,13,1,17,9
4,14,0,6,5
4,14,3,6,3
4,14,2,2,7
5,15,2,8,5
5,15,3,10,3
5,15,0,13,5
5,15,1,6,4
5,16,3,28,3
5,16,2,22,4
5,16,0,19,5
5,17,0,17,5
5,17,1,13,1
5,17,2,23,2
6,18,3,13,6
6,18,0,23,7
6,18,2,13,7
6,19,1,19,6
6,19,0,15,5
6,19,2,20,6
6,20,0,4,4
6,20,2,2,5
6,20,1,1,7
6,20,3,10,6
7,21,1,10,5
7,21,3,17,7
7,21,0,12,6
7,22,0,21,8
7,22,1,21,4
7,22,3,20,4
7,23,2,17,4
7,23,3,23,8
7,23,1,26,3
8,24,3,15,10
8,24,2,26,9
8,24,0,25,7
8,24,1,12,9
8,25,1,10,3
8,25,0,18,5
8,25,2,11,4
8,25,3,18,4
8,26,0,19,9
8,26,1,13,5
8,26,3,17,8
9,27,2,11,7
9,27,1,10,9
9,27,3,3,7
9,27,0,9,7
9,28,3,24,1
9,28,2,23,5
9,28,0,10,6
9,28,1,17,6
9,29,3,5,5
9,29,2,10,5
9,29,1,1,2
9,29,0,4,1
10,30,3,27,7
10,30,1,30,7
10,30,2,21,10
10,30,0,20,8
10,31,1,15,6
10,31,2,24,5
10,31,3,16,5
10,31,0,19,7
10,32,0,8,2
10,32,2,2,2
10,32,1,8,3
11,33,3,13,2
11,33,2,14,2
11,33,1,10,5
11,34,2,12,2
11,34,3,13,4
11,34,0,22,6
11,34,1,19,3
11,35,3,8,6
11,35,1,19,3
11,35,2,18,6
11,35,0,14,4
