job,operation,machine,processing_time,energy_consumption
0,0,0,24,3
0,0,2,28,3
0,0,1,18,1
0,0,3,31,4
0,0,5,18,3
0,1,2,9,3
0,1,0,2,6
0,1,5,9,5
0,1,4,12,3
0,2,5,18,6
0,2,0,14,9
0,2,1,18,8
0,2,2,20,6
0,2,3,19,8
0,3,5,25,6
0,3,2,25,4
0,3,3,23,7
0,3,4,29,6
0,4,2,8,6
0,4,0,17,6
0,4,3,14,3
0,4,5,11,5
0,4,1,8,1
1,5,3,9,10
1,5,2,9,7
1,5,5,4,8
1,5,1,4,9
1,5,0,4,7
1,6,0,21,4
1,6,5,15,4
1,6,1,15,6
1,6,3,14,4
1,7,4,9,10
1,7,0,9,8
1,7,5,8,8
1,7,2,14,7
1,7,3,7,7
1,8,4,24,3
1,8,0,23,6
1,8,3,23,4
1,8,5,26,4
1,9,3,21,8
1,9,2,30,5
1,9,1,25,6
1,9,0,19,7
1,9,5,23,8
2,10,2,26,7
2,10,4,30,7
2,10,0,18,6
2,10,5,27,7
2,10,1,21,7
2,11,1,16,8
2,11,4,10,7
2,11,5,8,6
2,11,0,7,8
2,11,3,8,10
2,12,0,18,2
2,12,2,16,3
2,12,3,19,5
2,12,5,16,3
2,12,4,14,6
2,13,2,25,8
2,13,1,21,7
2,13,5,16,6
2,13,3,20,7
2,14,1,6,2
2,14,4,3,7
2,14,3,5,3
2,14,0,11,4
2,14,2,8,2
3,15,4,23,7
3,15,0,15,10
3,15,3,16,10
3,15,2,12,6
3,15,5,16,6
3,16,4,14,6
3,16,5,6,6
3,16,0,18,6
3,16,1,17,8
3,16,2,18,8
3,17,2,8,3
3,17,4,10,4
3,17,5,19,4
3,17,1,17,4
3,18,3,1,6
3,18,0,6,8
3,18,5,13,7
3,18,1,8,6
3,18,4,9,5
3,19,0,17,5
3,19,4,15,7
3,19,5,16,2
3,19,1,9,4
4,20,5,21,2
4,20,1,16,2
4,20,0,21,6
4,20,2,20,4
4,20,4,18,4
4,21,4,24,5
4,21,5,21,4
4,21,2,23,8
4,21,0,28,7
4,22,4,8,6
4,22,1,16,8
4,22,3,18,8
4,22,2,18,8
4,22,5,7,4
4,23,5,11,9
4,23,4,6,5
4,23,2,11,7
4,23,0,13,6
4,23,3,13,7
4,24,2,21,5
4,24,5,13,9
4,24,4,20,9
4,24,1,16,4
4,24,3,15,9
5,25,2,22,9
5,25,3,15,7
5,25,0,24,6
5,25,5,15,8
5,25,4,22,9
5,26,3,7,8
5,26,2,2,9
5,26,5,14,6
5,26,0,4,7
5,26,1,2,4
5,27,3,19,10
5,27,4,22,7
5,27,1,23,5
5,27,2,29,6
5,28,4,17,5
5,28,3,26,8
5,28,2,13,7
5,28,0,13,3
5,28,5,16,7
5,29,1,7,6
5,29,3,11,3
5,29,4,10,6
5,29,2,12,8
6,30,1,27,4
6,30,5,19,3
6,30,0,25,6
6,30,2,25,4
6,31,1,28,4
6,31,5,19,6
6,31,0,28,4
6,31,3,18,6
6,31,2,28,6
6,32,5,24,6
6,32,1,19,5
6,32,2,10,9
6,32,4,12,8
6,33,3,25,7
6,33,4,18,10
6,33,1,29,5
6,33,2,30,6
6,34,5,18,5
6,34,0,7,1
6,34,2,14,5
6,34,4,13,4
6,34,3,11,6
7,35,2,6,3
7,35,0,8,4
7,35,4,11,3
7,35,3,8,4
7,36,4,14,10
7,36,5,13,9
7,36,2,13,8
7,36,1,14,7
7,37,2,16,9
7,37,5,17,5
7,37,3,16,6
7,37,0,10,6
7,37,4,12,9
7,38,5,20,4
7,38,1,26,4
7,38,2,19,4
7,38,3,25,3
7,38,0,22,8
7,39,3,16,4
7,39,2,14,4
7,39,1,18,7
7,39,4,17,4
7,39,0,15,7
8,40,4,16,4
8,40,1,7,5
8,40,0,16,3
8,40,5,18,5
8,41,1,18,7
8,41,4,30,5
8,41,3,27,5
8,41,0,31,10
8,41,5,24,7
8,42,5,14,7
8,42,0,8,8
8,42,1,9,5
8,42,2,10,8
8,43,2,21,4
8,43,0,24,5
8,43,4,23,4
8,43,5,27,1
8,44,0,14,4
8,44,4,3,8
8,44,2,3,7
8,44,1,9,7
9,45,1,6,6
9,45,0,9,3
9,45,3,8,3
9,45,2,7,5
9,45,5,10,2
9,46,3,10,7
9,46,2,7,10
9,46,4,12,7
9,46,5,3,5
9,46,0,16,7
9,47,2,25,6
9,47,3,18,8
9,47,4,23,4
9,47,0,19,7
9,47,1,27,8
9,48,5,7,5
9,48,4,4,8
9,48,3,6,4
9,48,2,12,7
9,48,1,5,7
9,49,2,8,5
9,49,1,3,7
9,49,4,7,5
9,49,0,3,9
9,49,5,1,8
10,50,1,18,6
10,50,4,22,6
10,50,2,10,4
10,50,0,10,4
10,50,5,22,5
10,51,2,16,6
10,51,3,11,7
10,51,4,11,8
10,51,0,10,5
10,52,1,23,8
10,52,2,17,6
10,52,3,17,6
10,52,5,18,8
10,53,2,19,1
10,53,5,17,5
10,53,4,15,2
10,53,3,19,4
10,53,0,22,2
10,54,3,18,6
10,54,0,20,4
10,54,4,29,5
10,54,2,25,5
10,54,5,17,7
11,55,1,12,4
11,55,5,8,4
11,55,3,5,3
11,55,0,8,5
11,55,2,12,6
11,56,3,24,6
11,56,1,18,9
11,56,4,18,4
11,56,2,22,6
11,56,0,22,8
11,57,0,19,8
11,57,1,9,9
11,57,2,9,7
11,57,5,14,5
11,58,3,17,2
11,58,5,19,2
11,58,2,6,7
11,58,1,10,5
11,58,4,7,3
11,59,0,8,2
11,59,3,15,3
11,59,4,11,3
11,59,5,19,5
