job,operation,machine,processing_time,energy_consumption
0,0,2,11,3
0,0,1,7,4
0,0,3,9,5
0,1,0,17,5
0,1,1,21,2
0,1,2,17,5
0,1,3,20,7
0,2,2,25,2
0,2,0,22,2
0,2,3,26,7
0,2,1,27,6
1,3,0,24,3
1,3,1,22,2
1,3,3,20,6
1,4,2,7,7
1,4,0,13,4
1,4,3,11,7
1,4,1,5,8
1,5,3,10,7
1,5,0,12,3
1,5,2,21,8
1,5,1,9,7
2,6,2,17,5
2,6,0,18,7
2,6,1,18,8
2,6,3,22,5
2,7,1,11,9
2,7,2,9,9
2,7,0,6,5
2,8,1,18,3
2,8,3,29,7
2,8,2,29,5
3,9,2,20,6
3,9,1,16,6
3,9,0,17,8
3,9,3,26,7
3,10,3,2,8
3,10,2,14,3
3,10,1,13,3
3,11,3,20,8
3,11,0,19,5
3,11,2,15,10
3,11,1,15,7
4,12,3,18,9
4,12,0,16,8
4,12,2,15,9
4,12,1,22,8
4,13,3,25,3
4,13,0,21,5
4,13,2,24,4
4,13,1,17,5
4,14,0,13,1
4,14,2,13,4
4,14,3,22,1
4,14,1,21,1
5,15,3,23,5
5,15,1,22,8
5,15,2,22,8
5,16,2,14,6
5,16,0,7,5
5,16,1,14,10
5,17,0,6,6
5,17,3,14,6
5,17,1,10,5
5,17,2,15,3
6,18,2,21,7
6,18,0,23,6
6,18,1,16,4
6,19,1,18,2
6,19,2,18,2
6,19,3,31,4
6,19,0,31,3
6,20,3,18,6
6,20,1,16,6
6,20,0,11,7
7,21,3,19,4
7,21,0,24,2
7,21,1,20,3
7,21,2,20,5
7,22,2,31,8
7,22,3,19,8
7,22,1,27,8
7,23,2,12,2
7,23,0,20,3
7,23,1,15,2
8,24,3,28,1
8,24,2,26,4
8,24,0,17,6
8,24,1,19,1
8,25,0,8,7
8,25,2,10,4
8,25,3,5,6
8,26,1,23,2
8,26,2,16,5
8,26,3,11,3
9,27,3,10,5
9,27,2,12,2
9,27,1,17,6
9,27,0,18,5
9,28,2,16,9
9,28,1,19,8
9,28,3,14,5
9,28,0,17,4
9,29,1,19,7
9,29,0,19,5
9,29,3,18,10
9,29,2,29,6
10,30,2,9,6
10,30,3,19,5
10,30,1,15,5
10,30,0,18,2
10,31,3,21,1
10,31,2,27,1
10,31,0,21,6
10,31,1,23,6
10,32,3,8,6
10,32,0,6,10
10,32,1,14,9
10,32,2,13,5
11,33,0,7,5
11,33,1,18,5
11,33,3,10,5
11,34,1,3,6
11,34,2,2,5
11,34,3,2,7
11,34,0,13,4
11,35,0,13,8
11,35,3,11,7
11,35,1,12,8
