job,operation,machine,processing_time,energy_consumption
0,0,0,14,5
0,0,2,9,5
0,1,3,18,4
0,1,1,16,7
0,2,2,7,1
0,2,0,13,1
0,2,1,3,5
0,3,2,21,4
0,3,3,25,2
1,4,1,21,10
1,4,2,19,5
1,5,1,8,5
1,5,3,3,4
1,5,2,1,9
1,6,1,22,5
1,6,2,24,6
1,7,3,18,4
1,7,1,25,6
2,8,0,4,2
2,8,2,9,2
2,9,0,20,9
2,9,1,12,9
2,10,1,10,5
2,10,2,13,4
2,10,0,5,6
2,11,2,14,8
2,11,0,4,5
2,11,3,5,5
3,12,3,16,2
3,12,2,18,1
3,13,0,13,2
3,13,2,11,1
3,13,1,7,1
3,14,1,23,6
3,14,3,19,8
3,15,3,2,5
3,15,2,11,7
4,16,0,5,9
4,16,3,14,9
4,16,2,6,6
4,17,1,15,4
4,17,0,27,6
4,18,3,28,8
4,18,1,22,3
4,19,3,19,5
4,19,0,15,6
5,20,2,19,5
5,20,3,12,3
5,20,1,5,1
5,21,1,25,3
5,21,2,17,2
5,22,3,6,8
5,22,0,1,10
5,23,1,28,5
5,23,0,16,6
5,23,3,17,7
6,24,3,12,8
6,24,0,7,9
6,24,1,12,9
6,25,2,14,4
6,25,0,26,3
6,26,0,22,5
6,26,1,23,4
6,26,3,19,5
6,27,0,7,4
6,27,2,5,6
7,28,1,26,5
7,28,2,23,8
7,28,0,27,6
7,29,2,23,6
7,29,1,28,8
7,29,0,25,10
7,30,2,26,6
7,30,0,28,8
7,31,3,9,7
7,31,2,18,8
8,32,3,11,4
8,32,2,22,6
8,32,1,24,2
8,33,0,26,5
8,33,3,27,8
8,33,1,24,9
8,34,3,27,5
8,34,0,26,6
8,35,3,16,8
8,35,2,18,7
8,35,0,16,7
9,36,0,7,5
9,36,1,3,8
9,37,2,18,3
9,37,3,9,5
9,38,1,13,5
9,38,2,2,7
9,39,1,18,5
9,39,3,9,3
9,39,0,10,5
10,40,0,22,2
10,40,1,15,3
10,41,1,11,3
10,41,0,15,4
10,41,2,13,3
10,42,3,15,6
10,42,1,7,5
10,43,2,26,6
10,43,1,30,4
11,44,2,10,2
11,44,3,9,5
11,45,0,6,7
11,45,2,7,8
11,46,0,12,4
11,46,1,15,6
11,46,2,26,5
11,47,1,9,10
11,47,2,22,10
11,47,3,22,5
